ID,Bezirk,Standort,Vertrag,Betreiber,Modelltyp,Symbol,Öffnungszeiten,Nutzungsentgelt,Zahlungsart,Barrierefrei,Barrierearm,Wickeltisch
946,Charlottenburg-Wilmersdorf,"U-Bhf. Spichernstr., Meierottostr. ggü. 8 hinter Bundesallee ",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
948,Mitte,Grüntaler Str. 41 Mittelinsel vor ggü. Soldiner Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 1 Platz mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,ja
949,Lichtenberg,Dolgenseestr. ggü. 9 E vor Hönower Weg,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
950,Reinickendorf,Alt-Lübars 19 B Mittelinsel,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
951,Lichtenberg,Konrad-Wolf-Str. ggü. 76 vor ggü. Sandinostr.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette 2 Plätze mit 2 Pissoirs,WC,24h,0.0,-,ja,ja,nein
952,Lichtenberg,Emma-Ihrer-Str. hinter ggü. 39 hinter Hauptstr. 6T,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
953,Spandau,Schützenstr. hinter 10 vor Neuendorfer Str.,Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,nein
954,Reinickendorf,"Kienhorstpark, Ollenhauerstr. 64-65 ggü. Reinickes Hof",Toilettenvertrag mit Wall,Wall GmbH,Berliner Toilette mit 1 Platz,WC,24h,0.5,Karte/App/Paypal/BVG-Guthabenkarte,ja,ja,ja
171,Charlottenburg-Wilmersdorf,"Olympiastadion, Gutsmuthsweg vor Olympischer Platz",Toilettenvertrag mit Wall,Wall GmbH,gemauert,WC (bei Veranstaltungen),bei Veranstaltungen    ,0.0,-,nein,nein,nein
200,Charlottenburg-Wilmersdorf,"Olympiastadion, Jesse-Owens-Allee vor ggü. 2 ggü. Eingang Reithalle / Tunnelweg",Toilettenvertrag mit Wall,Wall GmbH,Pissoir,Pissoir,bei Veranstaltungen,0.0,-,nein,nein,nein
203,Charlottenburg-Wilmersdorf,"Olympiastadion, Passenheimer Str. hinter Glockenturmstr. 1 (Waldbühne/Maifeld)",Toilettenvertrag mit Wall,Wall GmbH,gemauert,WC (bei Veranstaltungen) ,bei Veranstaltungen,0.0,-,nein,nein,nein
211,Friedrichshain-Kreuzberg,Chamissoplatz 1 Mittelinsel vor Arndtstr.,Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
223,Mitte,"Pekinger Platz , Nordufer vor Kiautschoustr.",Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
224,Mitte,"Stephanplatz , Stephanstr. vor Havelberger Str.",Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
226,Mitte,"Unionplatz , Siemensstr. vor Oldenburger Str.",Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
229,Neukölln,Kirchhofstr. vor Karl-Marx-Str.,Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
232,Pankow,"Senefelderplatz , Metzer Str. hinter Schönhauser Allee",Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
257,Tempelhof-Schöneberg,Friedenstr. vor Mariendorfer Damm,Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
258,Tempelhof-Schöneberg,"Leuthener Platz , Naumannstr. hinter Leuthener Str.",Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
264,Reinickendorf,Berliner Str. 105-106 vor Schloßstr.,Toilettenvertrag mit Wall,Wall GmbH,Café Achteck,Pissoir,24h,0.0,-,nein,nein,nein
274,Charlottenburg-Wilmersdorf,"Olympiastadion, Trakehner Allee hinter ggü. 7 vor Coubertinplatz",Toilettenvertrag mit Wall,Wall GmbH,Pissoir,Pissoir,bei Veranstaltungen,0.0,-,nein,nein,nein
275,Charlottenburg-Wilmersdorf,"Olympiastadion, Olympischer vor Gutsmuthsweg (Eingang Hockey-Stadion)",Toilettenvertrag mit Wall,Wall GmbH,Pissoir,Pissoir,bei Veranstaltungen,0.0,-,nein,nein,nein
276,Charlottenburg-Wilmersdorf,"S-Bhf. Olympiastadion, Trakehner Allee vor ggü. 3 hinter Gutsmuthsweg",Toilettenvertrag mit Wall,Wall GmbH,Pissoir,Pissoir,bei Veranstaltungen,0.0,-,nein,nein,nein
873,Charlottenburg-Wilmersdorf,"U-Bhf. Olympiastadion, Rossiter Platz, ",Toilettenvertrag mit Wall,Wall GmbH,Pissoir,Pissoir,bei Veranstaltungen,0.0,-,nein,nein,nein
6001,Charlottenburg-Wilmersdorf,Bahnhof Zoologischer Garten,Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6004,Charlottenburg-Wilmersdorf,Grunewald West,Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6005,Charlottenburg-Wilmersdorf,Friedhof Heerstraße (an der Friedhofskapelle),Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,Frühling/Herbst (März/April und September/Oktober): 07:30-20:00 Uhr Sommer (Mai bis August ) 7:30-21:00 Uhr Winter (November bis Februar) 8:00-18:00 Uhr   ,0.0,-,nein,nein,nein
6006,Charlottenburg-Wilmersdorf,Friedhof Ruhleben (altes Verwaltungsgebäude),Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,Frühling/Herbst (März/April und September/Oktober): 07:30-20:00 Uhr Sommer (Mai bis August ) 7:30-21:00 Uhr Winter (November bis Februar) 8:00-18:00 Uhr   ,0.0,-,nein,nein,nein
6007,Charlottenburg-Wilmersdorf,Friedhof Heerstraße (Eingangsbereich Insterburgallee),Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,Frühling/Herbst (März/April und September/Oktober): 07:30-20:00 Uhr Sommer (Mai bis August ) 7:30-21:00 Uhr Winter (November bis Februar) 8:00-18:00 Uhr   ,0.0,-,nein,nein,nein
6009,Charlottenburg-Wilmersdorf,Friedhof Schmargendorf,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,Montag bis Freitag 7:30-15:30    ,0.0,-,nein,nein,nein
6010,Charlottenburg-Wilmersdorf,Friedhof Wilmersdorf,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,Frühling/Herbst (März/April und September/Oktober): 07:30-20:00 Uhr Sommer (Mai bis August ) 7:30-21:00 Uhr Winter (November bis Februar) 8:00-18:00 Uhr     ,0.0,-,ja,ja,nein
6011,Friedrichshain-Kreuzberg,Bahnhof Ostkreuz,Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,-,1.0,Bargeld/Karte,ja,ja,nein
6012,Friedrichshain-Kreuzberg,Bahnhof Ostbahnhof,Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6013,Friedrichshain-Kreuzberg,"Park am Gleisdreieck, Westpark",Sonstige öffentliche Toiletten,Grün Berlin GmbH,Park oder autarke,WC,-,0.0,-,ja,ja,nein
6014,Friedrichshain-Kreuzberg,"Park am Gleisdreieck, Ostpark",Sonstige öffentliche Toiletten,Grün Berlin GmbH,Park oder autarke,WC,-,0.0,-,ja,ja,nein
6015,Mitte,Rotes Rathaus,Sonstige öffentliche Toiletten,Ströer GmbH,automatisches WC,WC,24h,0.0,-,nein,nein,nein
6017,Lichtenberg,Bahnhof Lichtenberg,Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6018,Marzahn-Hellersdorf,Kienbergpark,Sonstige öffentliche Toiletten,Grün Berlin GmbH,Park oder autarke,WC,-,0.0,-,ja,ja,nein
6019,Mitte,Bahnhof Gesundbrunnen,Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6020,Mitte,Gesundbrunnencenter,Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6021,Mitte,Bahnhof Potsdamer Platz,Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6022,Mitte,Bahnhof Hauptbahnhof,Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,24h,1.0,Bar/Karte/Paypal,ja,ja,nein
6023,Mitte,Bahnhof Friedrichstraße,Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,-,1.0,-,nein,nein,nein
6024,Mitte,Bahnhof Alexanderplatz,Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6025,Neukölln,Hasenheide - Hasenschänke,Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,Bei Öffnung des Kiosks,0.0,-,ja,ja,nein
6033,Neukölln,Café im Park am Buschkrug,Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,Bei Öffnung des Kiosks,0.0,-,ja,ja,nein
6035,Neukölln,"Kiosk im Nordpark, Ursulinenstraße",Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,Bei Öffnung des Kiosks,0.0,-,ja,ja,nein
6036,Pankow,Mauerpark (Erweiterung),Sonstige öffentliche Toiletten,Grün Berlin GmbH,Park oder autarke,WC,-,0.0,-,ja,ja,nein
6037,Pankow,Botanischer Volkspark Pankow Blankenfelde,Sonstige öffentliche Toiletten,Bezirk,Park oder autarke,WC,-,0.0,-,nein,nein,nein
6039,Pankow,Bürgerpark Pankow Café Rosengarten,Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,-,0.5,-,ja,ja,nein
6040,Pankow,Rathaus Pankow,Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,"Mo: 8-16 Uhr Di, Do: 9:30-18 Uhr Mi: 8-14 Uhr Fr: 8-13 Uhr",0.0,-,nein,ja,nein
6041,Pankow,Rathaus Weißensee,Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,"Mo: 8-16 Uhr Di, Do: 9:30-18 Uhr Mi: 8-14 Uhr Fr: 8-13 Uhr",0.0,-,nein,ja,nein
6043,Reinickendorf,"Landeseigener Friedhof Reinickendorf Humboldtstraße 74-90, 13403 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,nein,nein,nein
6044,Reinickendorf,"Landeseigener Friedhof Wittenau Thiloweg 2, 13437 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,ja,ja,nein
6045,Reinickendorf,"Landeseigener Friedhof Am Fließtal Waidmannsluster Damm 13, 13509 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,nein,nein,nein
6046,Reinickendorf,"Landeseigener Friedhof Tegel Wilhelm-Blume-Allee 3, 13509 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,nein,nein,nein
6047,Reinickendorf,"Landeseigener Friedhof Heiligensee Sandhauser Straße 110, 13505 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,nein,nein,nein
6048,Reinickendorf,"Landeseigener Friedhof Hermsdorf Frohnauer Straße 112-122, 13465 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,ja,ja,nein
6049,Reinickendorf,"Landeseigener Friedhof Frohnau Hainbuchenstraße 64-76, 13465 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,ja,ja,nein
6050,Reinickendorf,"Landeseigener Friedhof Lübars Zabel-Krüger-Damm 176-186, 13469 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,ja,ja,nein
6051,Reinickendorf,"Landeseigener Friedhof Hermsdorf II Schulzendorfer Straße 53c, 13467 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,ja,ja,nein
6052,Spandau,Landhausgarten Fraenkel,Sonstige öffentliche Toiletten,Bezirk,Park oder autarke,WC,"während der Öffnungszeiten der Gartenanlage (Mo-Do 7:30 -14 Uhr, Mai-September zusätzlich Fr-So 10-18 Uhr)",0.0,-,nein,ja,nein
6053,Spandau,Landschaftsfriedhof Gatow,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,während der Öffnungszeiten des Friedhofs (Oktober-März 7.30-18.00 Uhr; April bis September 7.30-20.00 Uhr),0.0,-,nein,nein,nein
6054,Spandau,Friedhof in den Kisseln,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,während der Öffnungszeiten des Friedhofs (Oktober-März 7.30-18.00 Uhr; April bis September 7.30-20.00 Uhr),0.0,-,nein,nein,nein
6055,Spandau,Friedhof Staaken,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,während der Öffnungszeiten des Friedhofs (Oktober-März 7.30-18.00 Uhr; April bis September 7.30-20.00 Uhr),0.0,-,nein,ja,nein
6056,Spandau,Bahnhof Spandau,Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,6-22 Uhr,1.0,-,ja,ja,nein
6057,Spandau,Spektepark,Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,während der Öffnungszeiten des Kiosks (April-Oktober),0.0,-,nein,ja,nein
6058,Steglitz-Zehlendorf,"Friedhof Wannsee, Friedenstr. 8-10, 14109 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,nein,nein,nein
6059,Steglitz-Zehlendorf,"Königin-Luise-Str. 57 (Friedhof), 14195 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,nein,nein,nein
6060,Steglitz-Zehlendorf,"Thuner Platz 2-4 (Friedhof), 12205 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,-,-,nein,nein,nein
6061,Steglitz-Zehlendorf,"Bergstr. 38 (Friedhof), 12169 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,-,0.0,-,nein,nein,nein
6062,Steglitz-Zehlendorf,"Wasgensteig 30 (Friedhof), 14129 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC ,-,0.0,-,ja,ja,nein
6064,Steglitz-Zehlendorf,Bahnhof Wannsee,Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,-,1.0,-,ja,ja,ja
6065,Tempelhof-Schöneberg,"Pächter der Gewerbeeinheit - (Perelsplatz 1, 12159 Berlin)",Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,-,-,-,nein,nein,nein
6066,Tempelhof-Schöneberg,"Rathaus Schöneberg,  John-F.-Kennedy-Platz",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,"Mo, Mi, Fr: 08:00-15:00; Di, Do: 10:00-18:00 (Öffnungszeiten des Bürgeramts)",0.0,-,ja,ja,nein
6068,Tempelhof-Schöneberg,Gesundheitsamt Rathausstraße 27 / Kaiserstraße 12105 Berlin,Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,-,0.0,-,ja,ja,nein
6069,Tempelhof-Schöneberg,"Gebäude des Bezirks, Jugendamt, Strelitzstraße 15/17 / Machonstraße",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,-,0.0,-,ja,ja,nein
6070,Tempelhof-Schöneberg,"Alt-Tempelhof 21,  12103 Berlin",Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,-,-,-,nein,nein,nein
6071,Tempelhof-Schöneberg,"Rathaus Tempelhof, Tempelhofer Damm 165",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,"Mo, Mi, Fr: 08:00-15:00; Di, Do: 10:00-18:00 (Öffnungszeiten des Bürgeramts)",0.0,-,ja,ja,nein
6026,Neukölln,Friedhof Lilienthalstraße - Lilienthalstraße 7,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,nein,nein,nein
6027,Neukölln,Friedhof Columbiadamm - Columbiadamm 122,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,ja,ja,nein
6028,Neukölln,Friedhof Urnenhain - Leonberger Ring 54,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,nein,nein,nein
6029,Neukölln,Friedhof Alt-Buckow - Alt-Buckow 39B,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,nein,nein,nein
6030,Neukölln,Friedhof Koppelweg - Koppelweg 10,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,ja,ja,nein
6031,Neukölln,Parkfriedhof Neukölln - Buckower Damm 148,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,ja,ja,nein
6032,Neukölln,Friedhof Buschkrugallee - Buschkrugallee 38,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,ja,ja,nein
6034,Neukölln,Friedhof Rudow - Köpenicker Straße 131,Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC (bei Veranstaltungen),Mit Schlüssel während Trauerfeiern,0.0,-,nein,nein,nein
6072,Tempelhof-Schöneberg,"Gemeinschaftshaus Lichtenrade Barnetstraße 11, 12305 Berlin",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,-,0.0,-,ja,ja,nein
6073,Neukölln,"Tempelhofer Feld, Crashgate",Sonstige öffentliche Toiletten,Grün Berlin GmbH,Park oder autarke,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,nein,ja,ja
6074,Neukölln,"Tempelhofer Feld, Oderstr,",Sonstige öffentliche Toiletten,Grün Berlin GmbH,WC im Gebäude,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,ja,nein,ja
6075,Tempelhof-Schöneberg,Bahnhof Südkreuz (Ost),Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6076,Tempelhof-Schöneberg,Bahnhof Südkreuz (West),Privat betriebene öffentliche Toiletten,rail & fresh,WC im Gebäude,WC,-,1.0,-,ja,ja,nein
6077,Tempelhof-Schöneberg,"Gebäude des Bezirks, Kinder- und Jugendpsychiatrischer Dienst, Welserstraße 23, 10777 Berlin",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,-,0.0,-,ja,ja,nein
6078,Tempelhof-Schöneberg,"Tempelhofer Feld, Columbiadamm, Geb.130",Sonstige öffentliche Toiletten,Grün Berlin GmbH,WC im Gebäude,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,nein,nein,nein
6079,Neukölln,"Tempelhofer Feld, Biergarten",Sonstige öffentliche Toiletten,Grün Berlin GmbH,WC im Gebäude,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,ja,ja,ja
6080,Tempelhof-Schöneberg,"Tempelhofer Feld, Tempelhofer Damm, Tor 9",Sonstige öffentliche Toiletten,Grün Berlin GmbH,WC im Gebäude,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,ja,ja,ja
6081,Neukölln,"Tempelhofer Feld, Projektflächen Allmende",Sonstige öffentliche Toiletten,Grün Berlin GmbH,Park oder autarke,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,ja,ja,ja
6082,Treptow-Köpenick,"Rathaus Neue Krugallee 4,12435 Berlin",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,6-20 Uhr,0.0,-,ja,ja,nein
6083,Treptow-Köpenick,"Friedhof Baumschulenweg, Kiefholzstraße 221-228, 12437 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,nur während Betriebsablauf 8- 14 Uhr,0.0,-,nein,nein,nein
6084,Treptow-Köpenick,"Bürgerhaus Altglienicke Ortolfstr. 182-184, 12524 Berlin",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,-,0.0,-,ja,ja,nein
6085,Treptow-Köpenick,"Friedhof Oberschöneweide, Verlängerte Rathenaustr. 131 a, 12459 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,nur während Betriebsablauf,0.0,-,nein,nein,nein
6086,Treptow-Köpenick,"Friedhof Adlershof, Friedlander Straße 156, 12489 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,5-18 Uhr,0.0,-,nein,nein,nein
6087,Treptow-Köpenick,"Toilette i. Marktimbiss Adlershof, Dörpfeldstr., 12849 Berlin",Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,-,0.5,-,nein,nein,nein
6091,Treptow-Köpenick,"Friedhof Grünau, Rabindranath-Tagore-Straße 18-20, 12527 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,während Öffnungszeiten Friedhof,0.0,-,nein,nein,nein
6092,Treptow-Köpenick,"Friedhof Müggelheim, Gosener Landstraße 1 / Im Jagen 127, 12559 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,während der Öffnungszeiten des Friedhofs,0.0,-,nein,nein,nein
6093,Treptow-Köpenick,"Friedhof Rahnsdorf, Fürstenwalder Allee 93, 12589 Berlin",Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC,während der Öffnungszeiten des Friedhofs ,0.0,-,nein,nein,nein
6094,Friedrichshain-Kreuzberg,Kottbusser Tor,Sonstige öffentliche Toiletten,Bezirk,Park oder autarke,WC,24h,0.0,-,nein,nein,nein
6096,Steglitz-Zehlendorf,Wasgensteig 30 (Kapelle Friedhof),Sonstige öffentliche Toiletten,Bezirk,Friedhof,WC ,-,0.0,-,nein,nein,nein
6097,Steglitz-Zehlendorf,"Kronprinzessinnenweg 120, Tank&Rast Raststätte Grunewald",Privat betriebene öffentliche Toiletten,SANIFAIR,WC im Gebäude,WC,24h,1.0,-,nein,nein,nein
6098,Treptow-Köpenick,Bürgeramt Michael-Brückner-Straße 1a,Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,Mo: 07:30-15:30 Di: 10:00-18:00 Mi: 07:30-14:00 Do: 10:00-18:00 Fr: 07:30-13:00,0.0,-,ja,ja,ja
6099,Mitte,"Wilhelms Burger, Kleiner Tiergarten",Privat betriebene öffentliche Toiletten,Pächter,WC im Gebäude,WC,bei Öffnung des Restaurants,-,-,nein,nein,nein
6100,Tempelhof-Schöneberg,"Tempelhofer Feld, Tempelhofer Damm, Laderampe",Sonstige öffentliche Toiletten,Grün Berlin GmbH,WC im Gebäude,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,ja,ja,ja
6101,Neukölln,"Tempelhofer Feld, Friedhofsmauer",Sonstige öffentliche Toiletten,Grün Berlin GmbH,WC im Gebäude,WC,Öffnungszeiten Tempelhofer Feld,0.0,-,ja,ja,ja
6102,Tempelhof-Schöneberg,Natur Park Südgelände,Sonstige öffentliche Toiletten,Grün Berlin GmbH,Sanitärcontainer,WC,Öffnungszeiten des Parks,1.0,Bargeld,nein,ja,ja
6103,Treptow-Köpenick,Am Eierhäuschen,Sonstige öffentliche Toiletten,Grün Berlin GmbH,Sanitärcontainer,WC,Öffnungszeiten Biergarten,0.0,-,nein,nein,nein
6104,Lichtenberg,"Bezirksamt Lichtenberg, Alt-Friedrichsfelde 60",Sonstige öffentliche Toiletten,Bezirk,Bürgeramt,WC,Mo-Fr: 8-18 Uhr,0.0,-,ja,nein,nein
6105,Lichtenberg,Rathaus Lichtenberg,Sonstige öffentliche Toiletten,Bezirk,Bürgeramt,WC,Mo-Fr 06:30-21:30 Uhr,0.0,-,ja,nein,nein
6106,Lichtenberg,Anton-Saefkow-Bibliothek,Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Di: 9-19 Uhr Mi: 13-19 Uhr Do-Sa: 9-18 Uhe,0.0,-,ja,nein,nein
6107,Lichtenberg,"Bezirksamt Lichtenberg, Große-Leege-Straße 103",Sonstige öffentliche Toiletten,Bezirk,Bürgeramt,WC,Mo-Fr: 8-18 Uhr,0.0,-,ja,nein,nein
6108,Neukölln,"Rathaus Neukölln, Karl-Marx-Straße 83",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,6-20 Uhr,0.0,-,ja,ja,ja
6109,Neukölln,"Volkshochschule Neukölln, Boddinstraße 34",Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,6-20 Uhr,0.0,-,nein,ja,ja
6110,Reinickendorf,"Rathaus Reinickendorf, Erdgeschoss, Eichborndamm 215, 13437 Berlin",Sonstige öffentliche Toiletten,Bezirk,WC im Gebäude,WC,Mo-Fr: 8-18 Uhr,0.0,-,nein,ja,nein
6111,Lichtenberg,"Museum Lichtenberg, Türrschmidtstraße 24",Sonstige öffentliche Toiletten,Bezirk,Museum,WC,Di-So: 11-18 Uhr,0.0,-,nein,nein,nein
6112,Treptow-Köpenick,Dienstgebäude Luisenstraße 16,Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,"Mo-Do 6-18 Uhr, Fr-7-15 Uhr",0.0,-,nein,nein,ja
6113,Treptow-Köpenick,Dienstgebäude Amtsstraße 1,Sonstige öffentliche Toiletten,Bezirk,öffentliches Gebäude,WC,"Mo-Do 6-16 Uhr, Fr-7-15 Uhr",0.0,-,nein,nein,nein
6178,Mitte,S+U Brandenburger Tor | Unter den Linden 56,Sonstige öffentliche Toiletten,Wall GmbH,automatisches WC,WC,24h,0.5,-,nein,nein,nein
6210,Charlottenburg-Wilmersdorf,"Messedamm, Avus Raststätte ",Privat betriebene öffentliche Toiletten,Wall GmbH,WC im Gebäude,WC,24h,1.0,-,nein,nein,nein
6217,Mitte,Singer Straße (Plansche),Sonstige öffentliche Toiletten,Bezirk,EcoToilette Autark+Modular,WC,24h,0.0,-,ja,ja,ja
6218,Mitte,Weydemeyerstraße (Palnsche),Sonstige öffentliche Toiletten,Bezirk,EcoToilette Autark+Modular,WC,24h,0.0,-,ja,ja,ja
6303,Charlottenburg-Wilmersdorf,"Heinrich-Schulz-Bibliothek, Otto-Suhr-Allee 98",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,-,0.0,-,ja,nein,nein
6309,Friedrichshain-Kreuzberg,"ZLB / Amerika Gedenkbibliothek, Blücherplatz 1",Sonstige öffentliche Toiletten,Bezirk,Bibliothek,WC,Mo-Fr: 10-21 Uhr Sa: 10-19 Uhr So: 11-17 Uhr,0.0,-,ja,ja,nein
