street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Aachener Straße,Charlottenburg-Wilmersdorf,West (pre-2000),1 - 4 A,F,Consecutive numbering,mittel
Aachener Straße,Charlottenburg-Wilmersdorf,West (pre-2000),5 - 16,F,Consecutive numbering,gut
Aachener Straße,Charlottenburg-Wilmersdorf,West (pre-2000),17 - 26,F,Consecutive numbering,mittel
Aachener Straße,Charlottenburg-Wilmersdorf,West (pre-2000),27 - 45,F,Consecutive numbering,gut
Aalemannufer,Spandau,West (pre-2000),,K,Complete street,mittel
Aalesunder Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Aalstieg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Aarauer Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Aarberger Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Aaron-Bernstein-Platz,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Abajstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Abbestraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Abendrotweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Abendseglersteig,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Abram-Joffe-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Abtstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Abtweilerstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Achardstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Achenbachstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Achenseeweg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Achillesstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Achtermannstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Achtrutenberg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ackerplanweg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Ackerstraße,Mitte,East + West-Staaken (pre-2000),1 - 43,F,Consecutive numbering,gut
Ackerstraße,Mitte,West (pre-2000),45 - 137,F,Consecutive numbering,einfach
Ackerstraße,Mitte,East + West-Staaken (pre-2000),144 - 174,F,Consecutive numbering,gut
Ackerstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Adalbertstraße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Adalbertstraße,Mitte,East + West-Staaken (pre-2000),24 - 33,F,Consecutive numbering,gut
Adalbertstraße,Mitte,East + West-Staaken (pre-2000),35 - 53,F,Consecutive numbering,mittel
Adalbertstraße,Mitte,East + West-Staaken (pre-2000),57 - 66,F,Consecutive numbering,gut
Adamstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Adam-von-Trott-Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,einfach
Adele-Sandrock-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Adele-Schreiber-Krieger-Straße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Adelheidallee,Reinickendorf,West (pre-2000),,K,Complete street,gut
Adelheid-Poninska-Straße,Spandau,East + West-Staaken (pre-2000),,K,Complete street,mittel
Adersleber Weg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Adickesstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Adlergestell,Treptow-Köpenick,East + West-Staaken (pre-2000),73 - 543,U,Odd numbers only,mittel
Adlergestell,Treptow-Köpenick,East + West-Staaken (pre-2000),250 - 566,G,Even numbers only,mittel
Adlergestell,Treptow-Köpenick,East + West-Staaken (pre-2000),573 - 615,U,Odd numbers only,gut
Adlergestell,Treptow-Köpenick,East + West-Staaken (pre-2000),582 - 610,G,Even numbers only,gut
Adlergestell,Treptow-Köpenick,East + West-Staaken (pre-2000),623 - 785,U,Odd numbers only,einfach
Adlergestell,Treptow-Köpenick,East + West-Staaken (pre-2000),650 - 786,G,Even numbers only,einfach
Adlershofer Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Adlerstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Admiralstraße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Adolf-Heyden-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Adolf-Martens-Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Adolf-Menzel-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Adolf-Scheidt-Platz,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Adolfstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Adolfstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Adolfstraße (Stegl),Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Adolfstraße (Zehld),Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Adolf-Wermuth-Allee,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Adorfer Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Aegirstraße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
AEG-Siedlung Heimat,Reinickendorf,West (pre-2000),,K,Complete street,mittel
AEG-Straße,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Affensteinweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Afrikanische Straße,Mitte,West (pre-2000),,K,Complete street,einfach
Agathenweg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Agavensteig,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Agavensteig,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Agnes-Hacker-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Agnes-Straub-Weg,Neukölln,West (pre-2000),,K,Complete street,mittel
Agnes-Wabnitz-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Agnethaweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Agricolastraße,Mitte,West (pre-2000),1 - 6,F,Consecutive numbering,gut
Agricolastraße,Mitte,West (pre-2000),7 - 26,F,Consecutive numbering,mittel
Straßenname1,,,Hausnr.4,B5,,WL6
Albrechtstraße,Steglitz-Zehlendorf,West (pre-2000),30 - 39,F,Consecutive numbering,gut
Albrechtstraße,Steglitz-Zehlendorf,West (pre-2000),40 - 129,F,Consecutive numbering,mittel
Albrechtstraße,Steglitz-Zehlendorf,West (pre-2000),131 - 132,F,Consecutive numbering,gut
Albrechtstraße,Tempelhof-Schöneberg,West (pre-2000),15 - 127,F,Consecutive numbering,mittel
Albrechtstraße,Tempelhof-Schöneberg,West (pre-2000),131 - 145,F,Consecutive numbering,einfach
Albrecht-Thaer-Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Albtalweg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Albulaweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Alemannenallee,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Alemannenstraße,Reinickendorf,West (pre-2000),,K,Complete street,gut
Alemannenstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Alemannenstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alexander-Meißner-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),1 - 76,F,Consecutive numbering,einfach
Alexander-Meißner-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),77 A - 77 D,F,Consecutive numbering,mittel
Alexander-Meißner-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),78 - 88,F,Consecutive numbering,einfach
Alexanderplatz,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Alexanderstraße,Mitte,East + West-Staaken (pre-2000),1 - 7,U,Odd numbers only,gut
Alexanderstraße,Mitte,East + West-Staaken (pre-2000),4,G,Even numbers only,gut
Alexanderstraße,Mitte,East + West-Staaken (pre-2000),9 - 35,U,Odd numbers only,mittel
Alexanderstraße,Mitte,East + West-Staaken (pre-2000),36 - 40,G,Even numbers only,mittel
Alexanderufer,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Alexander-von-Humboldt-Weg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alexandrinenstraße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Alexandrinenstraße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Alex-Wedding-Straße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Alfelder Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),20 - 134,G,Even numbers only,mittel
Alfelder Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),45 - 133,U,Odd numbers only,mittel
Alfelder Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),137 - 149,U,Odd numbers only,gut
Alfelder Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),138 - 150,G,Even numbers only,gut
Alfons-Loewe-Straße,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Alfonsstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),6 - 22,G,Even numbers only,einfach
Alfonsstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),21 - 77,U,Odd numbers only,mittel
Alfonsstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),26 - 80,G,Even numbers only,mittel
Alfred-Döblin-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Alfred-Jung-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alfred-Kowalke-Straße,Lichtenberg,East + West-Staaken (pre-2000),1 - 4,F,Consecutive numbering,mittel
Alfred-Kowalke-Straße,Lichtenberg,East + West-Staaken (pre-2000),5 - 10,F,Consecutive numbering,einfach
Alfred-Kowalke-Straße,Lichtenberg,East + West-Staaken (pre-2000),14 - 22,F,Consecutive numbering,mittel
Alfred-Kowalke-Straße,Lichtenberg,East + West-Staaken (pre-2000),23 - 27,F,Consecutive numbering,einfach
Alfred-Kowalke-Straße,Lichtenberg,East + West-Staaken (pre-2000),28 A - 28 C,F,Consecutive numbering,mittel
Alfred-Kowalke-Straße,Lichtenberg,East + West-Staaken (pre-2000),29 - 30,F,Consecutive numbering,einfach
Alfred-Kowalke-Straße,Lichtenberg,East + West-Staaken (pre-2000),34 - 42,F,Consecutive numbering,mittel
Alfred-Randt-Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alfred-Rojek-Weg,Neukölln,West (pre-2000),,K,Complete street,einfach
Alfred-Siggel-Weg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alfredstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Alice-Berend-Straße,Mitte,West (pre-2000),,K,Complete street,mittel
Alice-Salomon-Platz,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alice-und-Hella-Hirsch-Ring,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alkenweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Allee der Kosmonauten,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),24 - 49,F,Consecutive numbering,einfach
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),50 - 147,F,Consecutive numbering,mittel
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),148 - 152,F,Consecutive numbering,einfach
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),155 - 157,F,Consecutive numbering,mittel
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),160 - 198,F,Consecutive numbering,einfach
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),199,F,Consecutive numbering,mittel
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),200 - 202,F,Consecutive numbering,einfach
Allee der Kosmonauten,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),203,F,Consecutive numbering,mittel
Allée St. Exupéry,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Allendeweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Allendorfer Weg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Allerstraße,Neukölln,West (pre-2000),,K,Complete street,einfach
Allgäuer Weg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Allmendeweg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Allmersweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Almazeile,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Almstadtstraße,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Almutstraße,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Almweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Alpenberger Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Alpenrosenweg,Treptow-Köpenick,East + West-Staaken (pre-2000),28 - 44,G,Even numbers only,mittel
Alpenrosenweg,Treptow-Köpenick,East + West-Staaken (pre-2000),43 - 93,U,Odd numbers only,einfach
Alpenrosenweg,Treptow-Köpenick,East + West-Staaken (pre-2000),48 - 90,G,Even numbers only,einfach
Alt-Lichtenrade,Tempelhof-Schöneberg,West (pre-2000),1 - 85,U,Odd numbers only,mittel
Alt-Lichtenrade,Tempelhof-Schöneberg,West (pre-2000),2 - 84,G,Even numbers only,mittel
Alt-Lichtenrade,Tempelhof-Schöneberg,West (pre-2000),89 - 141,U,Odd numbers only,einfach
Alt-Lichtenrade,Tempelhof-Schöneberg,West (pre-2000),92 - 140,G,Even numbers only,einfach
Alt-Lietzow,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Alt-Lübars,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Alt-Mahlsdorf,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Alt-Mariendorf,Tempelhof-Schöneberg,West (pre-2000),1 - 33 A,U,Odd numbers only,mittel
Alt-Mariendorf,Tempelhof-Schöneberg,West (pre-2000),2 - 32,G,Even numbers only,mittel
Alt-Mariendorf,Tempelhof-Schöneberg,West (pre-2000),34 - 60,G,Even numbers only,einfach
Alt-Mariendorf,Tempelhof-Schöneberg,West (pre-2000),37 - 55,U,Odd numbers only,einfach
Alt-Marienfelde,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Altmarkstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Alt-Marzahn,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),5 - 69 A,U,Odd numbers only,mittel
Alt-Marzahn,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),14 - 56 C,G,Even numbers only,mittel
Alt-Marzahn,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),56 D - 56 H,G,Even numbers only,einfach
Alt-Marzahn,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),58 - 70,G,Even numbers only,mittel
Alt-Moabit,Mitte,West (pre-2000),2,F,Consecutive numbering,gut
Alt-Moabit,Mitte,West (pre-2000),5,F,Consecutive numbering,mittel
Alt-Moabit,Mitte,West (pre-2000),9 - 10,F,Consecutive numbering,einfach
Alt-Moabit,Mitte,West (pre-2000),12 - 34,F,Consecutive numbering,mittel
Alt-Moabit,Mitte,West (pre-2000),35 - 65,F,Consecutive numbering,einfach
Alt-Moabit,Mitte,West (pre-2000),70 - 138,F,Consecutive numbering,mittel
Alt-Moabit,Mitte,West (pre-2000),140 - 146,F,Consecutive numbering,gut
Alt-Müggelheim,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Altonaer Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Altonaer Straße,Mitte,West (pre-2000),1 - 15,U,Odd numbers only,gut
Altonaer Straße,Mitte,West (pre-2000),2 - 22,G,Even numbers only,gut
Altonaer Straße,Mitte,West (pre-2000),19 - 27,U,Odd numbers only,mittel
Altonaer Straße,Mitte,West (pre-2000),26,G,Even numbers only,mittel
Altonaer Straße,Spandau,West (pre-2000),,K,Complete street,einfach
Alt-Pichelsdorf,Spandau,West (pre-2000),,K,Complete street,mittel
Altrader Weg,Neukölln,West (pre-2000),,K,Complete street,einfach
Alt-Reinickendorf,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Alt-Rudow,Neukölln,West (pre-2000),,K,Complete street,mittel
Alt-Schmöckwitz,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Alt-Schönow,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Altstädter Ring,Spandau,West (pre-2000),,K,Complete street,einfach
Alt-Stralau,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),1 - 66,F,Consecutive numbering,gut
Alt-Stralau,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),68 - 71,F,Consecutive numbering,mittel
Alt-Tegel,Reinickendorf,West (pre-2000),1 - 9,U,Odd numbers only,mittel
Alt-Tegel,Reinickendorf,West (pre-2000),2 - 44,G,Even numbers only,gut
Alt-Tegel,Reinickendorf,West (pre-2000),11 - 51,U,Odd numbers only,gut
Alt-Tempelhof,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Alt-Treptow,Treptow-Köpenick,East + West-Staaken (pre-2000),1 - 3,F,Consecutive numbering,gut
Alt-Treptow,Treptow-Köpenick,East + West-Staaken (pre-2000),4 - 16,F,Consecutive numbering,mittel
Alt-Treptow,Treptow-Köpenick,East + West-Staaken (pre-2000),17,F,Consecutive numbering,gut
Altvaterstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Alt-Wittenau,Reinickendorf,West (pre-2000),8 - 34,F,Consecutive numbering,einfach
Alt-Wittenau,Reinickendorf,West (pre-2000),35 - 65,F,Consecutive numbering,mittel
Alt-Wittenau,Reinickendorf,West (pre-2000),66 - 95,F,Consecutive numbering,einfach
Alvenslebenstraße (Lirad),Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Alvenslebenstraße (Schön),Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Alwineweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Alzeyweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Adlergestell,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Ahornweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Akazienweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Alten Fenn,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am alten Flugplatz,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Alten Friedhof,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am alten Gaswerk,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Amtsgraben,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Anger,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Appelhorst,Neukölln,West (pre-2000),,K,Complete street,einfach
Am Ausblick,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Bachrain,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Bahndamm,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Bahnhof Grunewald,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Am Bahnhof Spandau,Spandau,West (pre-2000),,K,Complete street,einfach
Am Bahnhof Westend,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Am Bahnhof Wuhlheide,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Bäkequell,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Am Baltenring,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Finkenherd,Spandau,West (pre-2000),,K,Complete street,einfach
Am Fischtal,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Fliederbusch,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Am Fließ,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Flugplatz Gatow,Spandau,West (pre-2000),,K,Complete street,mittel
Am Flutgraben,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,mittel
Am Flutgraben,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Fölzberg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Forstacker,Spandau,West (pre-2000),,K,Complete street,mittel
Am Fort,Spandau,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Freibad,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Friedrichshain,Pankow,East + West-Staaken (pre-2000),1 - 22,F,Consecutive numbering,gut
Am Friedrichshain,Pankow,East + West-Staaken (pre-2000),23 - 32,F,Consecutive numbering,mittel
Am Friedrichshain,Pankow,East + West-Staaken (pre-2000),33 - 35,F,Consecutive numbering,gut
Am Fuchsbau,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Fuchspaß,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Gartenstadtweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Gehrensee,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Gemeindepark,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Am Generalshof,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Genossenschaftsring,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Gewerbepark,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Glinigk,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Goldmannpark,Treptow-Köpenick,East + West-Staaken (pre-2000),1 - 57,U,Odd numbers only,gut
Am Goldmannpark,Treptow-Köpenick,East + West-Staaken (pre-2000),2 - 80,G,Even numbers only,gut
Am Goldmannpark,Treptow-Köpenick,East + West-Staaken (pre-2000),63 - 83,U,Odd numbers only,mittel
Am Graben,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Graben,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Groen,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Großen Rohrpfuhl,Neukölln,West (pre-2000),,K,Complete street,mittel
Am Großen Wannsee,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Grünen Anger,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Grünen Hof,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Grünen Zipfel,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Grüngürtel,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Güterbahnhof Halensee,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Am Gutshof,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Gutspark,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Hain,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Am Hamburger Bahnhof,Mitte,West (pre-2000),,K,Complete street,mittel
Am Hanffgraben,Neukölln,West (pre-2000),,K,Complete street,mittel
Am Haselbusch,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Haselluch,Spandau,West (pre-2000),,K,Complete street,mittel
Am Havelgarten,Spandau,West (pre-2000),,K,Complete street,einfach
Am Havelufer,Spandau,West (pre-2000),,K,Complete street,mittel
Am Hechtgraben,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Hegewinkel,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Heideberg,Spandau,West (pre-2000),,K,Complete street,einfach
Am Heidebusch,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,einfach
Am Heidehof,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Heidesaum,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Heimenstein,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Heimhort,Spandau,West (pre-2000),,K,Complete street,einfach
Am Hellespont,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Am Herzbergteich,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Hirschsprung,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Am Hirschwechsel,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Hohen Feld,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Horstenstein,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Am Hügel,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Hüllepfuhl,Spandau,West (pre-2000),,K,Complete street,einfach
Am Iderfenngraben,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Igelgrund,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Irissee,Neukölln,West (pre-2000),,K,Complete street,einfach
Am Jartz,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Juliusturm,Spandau,West (pre-2000),,K,Complete street,einfach
Am Kahlschlag,Reinickendorf,West (pre-2000),,K,Complete street,gut
Am Kanal,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Kaniswall,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Karlsbad,Mitte,West (pre-2000),,K,Complete street,mittel
Am Karpfenpfuhl,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Am Kesselpfuhl,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Kiebitzpfuhl,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Kiefernhang,Spandau,West (pre-2000),,K,Complete street,gut
Am Oberhafen,Neukölln,West (pre-2000),,K,Complete street,einfach
Am Oberhafen,Spandau,West (pre-2000),,K,Complete street,einfach
Am Oder-Spree-Kanal,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Am Omnibushof,Spandau,West (pre-2000),,K,Complete street,einfach
Am Orangeriepark,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Am Ortsrand,Spandau,West (pre-2000),,K,Complete street,mittel
Am Osrücken,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Am Ostbahnhof,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Am Pankepark,Mitte,East + West-Staaken (pre-2000),,K,Complete street,gut
Am Park,Mitte,West (pre-2000),,K,Complete street,gut
