street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Ebelingstraße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ebenrotsteig,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eberbacher Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Ebereschenallee,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Ebereschenallee,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,gut
Eberhard-Roters-Platz,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,mittel
Eberhardstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eberleinstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,gut
Ebersdorfer Platz,Spandau,West (pre-2000),,K,Complete street,einfach
Ebersdorfer Straße,Spandau,West (pre-2000),,K,Complete street,einfach
Ebersstraße,Tempelhof-Schöneberg,West (pre-2000),1 - 21,F,Consecutive numbering,einfach
Ebersstraße,Tempelhof-Schöneberg,West (pre-2000),27 - 74,F,Consecutive numbering,mittel
Ebersstraße,Tempelhof-Schöneberg,West (pre-2000),75 - 100,F,Consecutive numbering,einfach
Ebersteinweg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Eberswalder Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,gut
Ebertstraße,Mitte,West (pre-2000),1 - 4,F,Consecutive numbering,gut
Ebertstraße,Mitte,East + West-Staaken (pre-2000),13 - 25,F,Consecutive numbering,gut
Ebertystraße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Echtermeyerstraße,Steglitz-Zehlendorf,West (pre-2000),1 - 15,U,Odd numbers only,gut
Echtermeyerstraße,Steglitz-Zehlendorf,West (pre-2000),2 - 10,G,Even numbers only,mittel
Eckenerweg,Spandau,West (pre-2000),,K,Complete street,einfach
Eckermannstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eckertstraße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Eckschanze,Spandau,West (pre-2000),,K,Complete street,einfach
Ecksteinweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eddastraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Edelapfelweg,Pankow,East + West-Staaken (pre-2000),1 - 5,U,Odd numbers only,mittel
Edelapfelweg,Pankow,East + West-Staaken (pre-2000),2 - 6,G,Even numbers only,mittel
Edelapfelweg,Pankow,East + West-Staaken (pre-2000),8 - 26,G,Even numbers only,einfach
Edelapfelweg,Pankow,East + West-Staaken (pre-2000),13 - 27,U,Odd numbers only,einfach
Edelhofdamm,Reinickendorf,West (pre-2000),,K,Complete street,gut
Edeltrautweg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Edelweißstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Edenkobener Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Ederkopfweg,Spandau,West (pre-2000),,K,Complete street,einfach
Ederstraße,Neukölln,West (pre-2000),,K,Complete street,einfach
Edgarstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Edinburger Straße,Mitte,West (pre-2000),,K,Complete street,einfach
Edisonstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),1,F,Consecutive numbering,mittel
Edisonstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),9 - 63,F,Consecutive numbering,einfach
Edith-Stein-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Edithstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Edmund-Rumpler-Straße,Spandau,West (pre-2000),,K,Complete street,mittel
Edmundstraße,Neukölln,West (pre-2000),,K,Complete street,einfach
Eduard-Bernstein-Weg,Spandau,West (pre-2000),,K,Complete street,einfach
Eduardstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Edwin-C.-Diltz-Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Edwin-Redslob-Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Efeuweg,Neukölln,West (pre-2000),2 - 22 B,G,Even numbers only,mittel
Efeuweg,Neukölln,West (pre-2000),3 - 43,U,Odd numbers only,mittel
Efeuweg,Neukölln,West (pre-2000),28 - 38,G,Even numbers only,einfach
Egelingzeile,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Egellsstraße,Reinickendorf,West (pre-2000),1 - 17,U,Odd numbers only,einfach
Egellsstraße,Reinickendorf,West (pre-2000),2 - 22,G,Even numbers only,einfach
Egellsstraße,Reinickendorf,West (pre-2000),19 - 21,U,Odd numbers only,mittel
Egelpfuhlstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Egersfelder Allee,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Egerstraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Egestorffstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Eggepfad,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Eggersdorfer Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Egidystraße,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Eginhardstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,gut
Einbecker Straße,Lichtenberg,East + West-Staaken (pre-2000),19 - 37,U,Odd numbers only,mittel
Einbecker Straße,Lichtenberg,East + West-Staaken (pre-2000),39 - 71,U,Odd numbers only,einfach
Einbecker Straße,Lichtenberg,East + West-Staaken (pre-2000),85 - 119,U,Odd numbers only,mittel
Einhornstraße,Neukölln,West (pre-2000),,K,Complete street,einfach
Einödshoferweg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Einsiedelring,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Einsteinstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Einsteinufer,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Eintrachtstraße,Pankow,East + West-Staaken (pre-2000),1 - 5,F,Consecutive numbering,gut
Eintrachtstraße,Pankow,East + West-Staaken (pre-2000),6 - 10,F,Consecutive numbering,mittel
Eisackstraße,Tempelhof-Schöneberg,West (pre-2000),3 - 15,F,Consecutive numbering,gut
Eisackstraße,Tempelhof-Schöneberg,West (pre-2000),29 - 40 A,F,Consecutive numbering,mittel
Eisbärenweg,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Eisblumensteig,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eiselenweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eisenacher Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),1 - 63,U,Odd numbers only,einfach
Eisenacher Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),2 - 62,G,Even numbers only,einfach
Eisenacher Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),90 - 132,G,Even numbers only,mittel
Eisenacher Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),99 - 125,U,Odd numbers only,mittel
Eisenacher Straße (Mardf),Tempelhof-Schöneberg,West (pre-2000),1 - 37,F,Consecutive numbering,mittel
Eisenacher Straße (Mardf),Tempelhof-Schöneberg,West (pre-2000),38 - 58,F,Consecutive numbering,einfach
Eisenacher Straße (Mardf),Tempelhof-Schöneberg,West (pre-2000),59 - 72,F,Consecutive numbering,mittel
Eisenacher Straße (Schön),Tempelhof-Schöneberg,West (pre-2000),1 - 27,F,Consecutive numbering,mittel
Eisenacher Straße (Schön),Tempelhof-Schöneberg,West (pre-2000),28 - 37,F,Consecutive numbering,gut
Eisenacher Straße (Schön),Tempelhof-Schöneberg,West (pre-2000),38 - 86,F,Consecutive numbering,mittel
Eisenacher Straße (Schön),Tempelhof-Schöneberg,West (pre-2000),87 - 101,F,Consecutive numbering,gut
Eisenacher Straße (Schön),Tempelhof-Schöneberg,West (pre-2000),102 - 123,F,Consecutive numbering,mittel
Eisenbahnstraße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Eisenblätterstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eisenhammerweg,Reinickendorf,West (pre-2000),2 - 20,G,Even numbers only,gut
Eisenhammerweg,Reinickendorf,West (pre-2000),3 - 19,U,Odd numbers only,gut
Eisenhammerweg,Reinickendorf,West (pre-2000),21,U,Odd numbers only,mittel
Eisenhammerweg,Reinickendorf,West (pre-2000),22 - 24,G,Even numbers only,mittel
Eisenhartsteig,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Eisenhutweg,Treptow-Köpenick,East + West-Staaken (pre-2000),1 - 17 G,U,Odd numbers only,mittel
Eisenhutweg,Treptow-Köpenick,East + West-Staaken (pre-2000),2,G,Even numbers only,mittel
Eisenhutweg,Treptow-Köpenick,East + West-Staaken (pre-2000),16 - 128,G,Even numbers only,einfach
Eisenhutweg,Treptow-Köpenick,East + West-Staaken (pre-2000),19 - 129,U,Odd numbers only,einfach
Eisenkrautweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eisensteiner Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eisenzahnstraße,Charlottenburg-Wilmersdorf,West (pre-2000),1 - 18,F,Consecutive numbering,gut
Eisenzahnstraße,Charlottenburg-Wilmersdorf,West (pre-2000),19 - 54,F,Consecutive numbering,mittel
Eisenzahnstraße,Charlottenburg-Wilmersdorf,West (pre-2000),56 - 67,F,Consecutive numbering,gut
Eiserapfelweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Eiserfelder Ring,Spandau,West (pre-2000),,K,Complete street,einfach
Eisfalterweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eiskellerweg,Spandau,West (pre-2000),,K,Complete street,einfach
Eislebener Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Eisnerstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Eisvogelweg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Eiswaldtstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Eisweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eiswerderstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Eiswerderufer,Spandau,West (pre-2000),,K,Complete street,einfach
Eitel-Fritz-Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Eitelsdorfer Straße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eitelstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eitelstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ekensunder Weg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Ekhofplatz,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,gut
Ekhofstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,gut
Ekkehardstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Elberfelder Straße,Mitte,West (pre-2000),,K,Complete street,mittel
Elbestraße,Neukölln,West (pre-2000),,K,Complete street,einfach
Elbinger Weg,Spandau,West (pre-2000),,K,Complete street,mittel
Elbingeroder Weg,Neukölln,West (pre-2000),,K,Complete street,einfach
Elchdamm,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Elcknerplatz,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eldenaer Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),2 - 6,F,Consecutive numbering,mittel
Eldenaer Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),7 - 11,F,Consecutive numbering,gut
Eldenaer Straße,Friedrichshain-Kreuzberg,East + West-Staaken (pre-2000),12 - 32,F,Consecutive numbering,mittel
Eldenaer Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Elfenallee,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Elfriede-Brüning-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Elvirasteig,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Emanuelstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Emdener Straße,Mitte,West (pre-2000),,K,Complete street,einfach
Emdenzeile,Spandau,West (pre-2000),,K,Complete street,einfach
Emil-Basdeck-Straße,Spandau,West (pre-2000),,K,Complete street,mittel
Emil-Fischer-Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Emilienstraße,Tempelhof-Schöneberg,West (pre-2000),- 7 A,U,Odd numbers only,mittel
Emilienstraße,Tempelhof-Schöneberg,West (pre-2000),- 6,G,Even numbers only,mittel
Emilienstraße,Tempelhof-Schöneberg,West (pre-2000),- 29,U,Odd numbers only,einfach
Emilienstraße,Tempelhof-Schöneberg,West (pre-2000),- 30,G,Even numbers only,einfach
Emma-Herwegh-Straße,Mitte,West (pre-2000),,K,Complete street,gut
Emma-Ihrer-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Emmentaler Straße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Emmichstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Emrichstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,gut
Emser Platz,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Emser Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Emser Straße,Neukölln,West (pre-2000),,K,Complete street,einfach
Enckestraße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,einfach
Enckevortweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Endestraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Engadiner Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Engeldamm,Mitte,East + West-Staaken (pre-2000),- 54,G,Even numbers only,gut
Engeldamm,Mitte,East + West-Staaken (pre-2000),- 70,G,Even numbers only,mittel
Engelhardstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Engelmannweg,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Engelroder Weg,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Engelwurzweg,Treptow-Köpenick,East + West-Staaken (pre-2000),- 28,G,Even numbers only,mittel
Engelwurzweg,Treptow-Köpenick,East + West-Staaken (pre-2000),- 25,U,Odd numbers only,mittel
Engelwurzweg,Treptow-Köpenick,East + West-Staaken (pre-2000),- 90,G,Even numbers only,einfach
Enger Steig,Spandau,West (pre-2000),,K,Complete street,mittel
Englerallee,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Englische Straße,Charlottenburg-Wilmersdorf,West (pre-2000),- 6,F,Consecutive numbering,einfach
Englische Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,F,Consecutive numbering,mittel
Englische Straße,Charlottenburg-Wilmersdorf,West (pre-2000),- 30,F,Consecutive numbering,einfach
Enkenbacher Weg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Enkircher Straße,Reinickendorf,West (pre-2000),,K,Complete street,gut
Entenwall (Insel),Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Enzianstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Eosanderstraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Epensteinplatz,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Epensteinstraße,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Epiphanienweg,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Eppenbrunner Weg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eppinger Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Erasmusstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Erbacher Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Erbendorfer Weg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Erbeskopfweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Erbsenpfad,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Erdastraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Erdener Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Erdmännchenweg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Erdmannstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Erekweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eremitenstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eresburgstraße,Tempelhof-Schöneberg,West (pre-2000),- 6,F,Consecutive numbering,mittel
Eresburgstraße,Tempelhof-Schöneberg,West (pre-2000),- 29,F,Consecutive numbering,einfach
Eresburgstraße,Tempelhof-Schöneberg,West (pre-2000),- 46 B,F,Consecutive numbering,mittel
Erfurter Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Erholungsweg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Erich-Anger-Weg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Erich-Baron-Weg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,gut
Erich-Boltze-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Erich-Hagen-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Erich-Kästner-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),- 87,U,Odd numbers only,einfach
Erich-Kästner-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),- 64,G,Even numbers only,einfach
Erich-Kästner-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,U,Odd numbers only,mittel
Erich-Kästner-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,G,Even numbers only,mittel
Erich-Knauf-Weg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Erich-Kurz-Straße,Lichtenberg,East + West-Staaken (pre-2000),,G,Even numbers only,einfach
Erich-Kurz-Straße,Lichtenberg,East + West-Staaken (pre-2000),- 10,G,Even numbers only,mittel
Erich-Kurz-Straße,Lichtenberg,East + West-Staaken (pre-2000),- 13,U,Odd numbers only,mittel
Erich-Kuttner-Straße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Erxlebenstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Eschachstraße,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Eschelberger Weg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eschenallee,Charlottenburg-Wilmersdorf,West (pre-2000),- 3,U,Odd numbers only,mittel
Eschenallee,Charlottenburg-Wilmersdorf,West (pre-2000),- 8,G,Even numbers only,mittel
Eschenallee,Charlottenburg-Wilmersdorf,West (pre-2000),- 33 A,U,Odd numbers only,gut
Eschenallee,Charlottenburg-Wilmersdorf,West (pre-2000),- 36,G,Even numbers only,gut
Eschenallee,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eschenbachstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eschengraben,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eschenstraße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eschenstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,gut
Eschenweg,Spandau,West (pre-2000),,K,Complete street,mittel
Eschenwinkel,Spandau,West (pre-2000),,K,Complete street,einfach
Eschershauser Weg,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Eschersheimer Straße,Neukölln,West (pre-2000),,K,Complete street,einfach
Eschersheimer Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Eschwegering,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Esmarchstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,gut
Esplanade,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Essener Straße,Mitte,West (pre-2000),- 11,F,Consecutive numbering,gut
Essener Straße,Mitte,West (pre-2000),- 24,F,Consecutive numbering,mittel
Essener Straße,Mitte,West (pre-2000),- 32,F,Consecutive numbering,gut
Essenplatz,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Estersstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,einfach
Estragonweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Etkar-André-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Ettaler Straße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,gut
Ettaler Straße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,gut
Ettenheimer Pfad,Reinickendorf,West (pre-2000),,K,Complete street,einfach
Ettersburger Weg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Etzelstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eugen-Bolz-Kehre,Neukölln,West (pre-2000),,K,Complete street,einfach
Eugen-Roth-Weg,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,mittel
Eugen-Schönhaar-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,gut
Eulenweg,Neukölln,West (pre-2000),,K,Complete street,einfach
Eulerstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Eupener Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
EUREF-Campus,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Europaplatz,Mitte,West (pre-2000),,K,Complete street,gut
Eutinger Weg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Evastraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,gut
Eva-Strittmatter-Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Ewaldstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),- 101,U,Odd numbers only,mittel
Ewaldstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),- 98 B,G,Even numbers only,mittel
Ewaldstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),- 190,G,Even numbers only,einfach
Ewaldstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),- 125,U,Odd numbers only,einfach
Eweststraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Exerzierstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Exiner Straße,Neukölln,West (pre-2000),,K,Complete street,mittel
Eyke-von-Repkow-Platz,Mitte,West (pre-2000),,K,Complete street,gut
Eylauer Straße,Friedrichshain-Kreuzberg,West (pre-2000),,K,Complete street,mittel
Eythstraße,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Fabeckstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,gut
Fabriciusstraße,Charlottenburg-Wilmersdorf,West (pre-2000),,K,Complete street,mittel
Fachinger Straße,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fafnerstraße,Pankow,East + West-Staaken (pre-2000),- 48,G,Even numbers only,mittel
Fafnerstraße,Pankow,East + West-Staaken (pre-2000),- 43 A,U,Odd numbers only,einfach
Fagottstraße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fähenweg,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Fahlenbergstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fählmannweg,Spandau,West (pre-2000),,K,Complete street,gut
Fährallee,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fahremundstraße,Spandau,West (pre-2000),- 42,G,Even numbers only,mittel
Fahremundstraße,Spandau,West (pre-2000),- 71,U,Odd numbers only,mittel
Fahremundstraße,Spandau,West (pre-2000),- 70,G,Even numbers only,einfach
Fahrenheitstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,einfach
Fahrlander Weg,Spandau,East + West-Staaken (pre-2000),- 47,F,Consecutive numbering,einfach
Fahrlander Weg,Spandau,East + West-Staaken (pre-2000),- 89,F,Consecutive numbering,mittel
Fährstraße,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Falckensteinstraße,Friedrichshain-Kreuzberg,West (pre-2000),- 10,F,Consecutive numbering,mittel
Falckensteinstraße,Friedrichshain-Kreuzberg,West (pre-2000),- 23,F,Consecutive numbering,einfach
Feldspatzenweg,Reinickendorf,West (pre-2000),,K,Complete street,mittel
Feldstedter Weg,Tempelhof-Schöneberg,West (pre-2000),,K,Complete street,mittel
Feldsteg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Feldsteinweg,Pankow,East + West-Staaken (pre-2000),,K,Complete street,einfach
Feldstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Feldstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Feldstraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,einfach
Feldtmannstraße,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,einfach
Feldtmannstraße,Pankow,East + West-Staaken (pre-2000),5 - 14,F,Consecutive numbering,einfach
Feldtmannstraße,Pankow,East + West-Staaken (pre-2000),22 - 143 A,F,Consecutive numbering,mittel
Feldtmannstraße,Pankow,East + West-Staaken (pre-2000),147 - 172,F,Consecutive numbering,einfach
Feldzeugmeisterstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Feldzeugmeisterstraße,Spandau,West (pre-2000),,K,Complete street,einfach
Felgentreustraße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Felixstraße,Tempelhof-Schöneberg,West (pre-2000),1 - 39,U,Odd numbers only,mittel
Felixstraße,Tempelhof-Schöneberg,West (pre-2000),2 - 74,G,Even numbers only,mittel
Felixstraße,Tempelhof-Schöneberg,West (pre-2000),41,U,Odd numbers only,einfach
Felixstraße,Tempelhof-Schöneberg,West (pre-2000),43 - 73,U,Odd numbers only,mittel
Fellbacher Straße,Reinickendorf,West (pre-2000),,K,Complete street,gut
Fenchelweg,Neukölln,West (pre-2000),,K,Complete street,mittel
Fennpfuhlweg,Lichtenberg,East + West-Staaken (pre-2000),,K,Complete street,mittel
Fennstraße,Mitte,West (pre-2000),,K,Complete street,einfach
Fennstraße,Treptow-Köpenick,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ferbitzer Weg,Spandau,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fercher Straße,Marzahn-Hellersdorf,East + West-Staaken (pre-2000),,K,Complete street,einfach
Fercher Straße,Steglitz-Zehlendorf,West (pre-2000),,K,Complete street,mittel
Ferdinand-Buisson-Straße,Pankow,East + West-Staaken (pre-2000),,K,Complete street,mittel
Ferdinand-Magellan-Straße,Spandau,West (pre-2000),,K,Complete street,mittel
Ferdinand-Schultze-Straße,Lichtenberg,East + West-Staaken (pre-2000),1 - 91,U,Odd numbers only,mittel
