ortsteil,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23
halensee,-3.2792651830268675,0.8398050652128987,2.3998437725063937,0.6467917844392183,0.2705097473672395,-0.9281222310698914,0.7141448890979787,-0.634595854364613,1.5725876837593213,0.6433013172615741,0.990115832817449,-0.6304413598541851,-0.5561830032339375,0.6756073247015079,-0.9510175859419476,-0.05078702744712166,-0.47020317851938676,0.016204138168345088,0.257951708488267,-0.02421027191532096,-0.12177723180728464,-1.244951796725386,-0.8849730168868338
hansaviertel,-4.9642195390491235,1.7156118815527657,1.8467732231053964,-0.030779992646227664,-0.05722132395312559,0.1200240261843492,0.5826588395532915,-0.4713672209538441,2.5531578526769727,-0.5985896007602982,0.7994449806527377,0.24113502231543893,0.12362722323164646,1.193106668456994,-0.4354231930199922,-0.10211105930455212,0.23986748377235703,-0.24831212805914696,-0.2146287825963179,0.18886500702372233,0.7365924625378352,-0.5041334820926078,-0.05051231476695866
haselhorst,-3.8340183234844605,0.5706136114517594,-0.34970921716333353,-0.7233948785186991,1.0395431983759977,-0.8898540170344565,-0.5972964204923037,0.7526634209871969,-1.073300383224226,-0.23390139876210755,0.3307113099388116,-0.0852024993753762,-0.1479376223627067,0.21859728027158054,0.16162099694894375,0.0410167636240784,-0.054085582408997794,0.06753676019737118,-0.023630434916606834,-0.09033748238388847,-0.07754970929505695,-0.3780145133300124,0.267604355129898
heiligensee,-3.6798434359127747,-0.22720096422335903,0.33954258116143793,0.2292620970446819,-0.1026845658064591,0.27255177605038394,0.5772224438890874,-0.5089409965874165,-0.2238026859158604,0.3364967881718994,-0.5831969696008185,-0.09889876148348582,-0.3506290228365289,0.09929304637285155,0.025542019535595595,-0.6083845784120642,0.07745877645893987,-0.05152535540862046,0.08741571820864484,-0.1092770578532213,0.06907938280681819,-0.017577323174297884,-0.08211847146785474
heinersdorf,-4.986662776691414,1.1289988752265356,0.662639358191967,-0.39081687336610443,0.5353332863983955,-0.5028809568775447,-0.1471544872060471,0.14267545939365292,0.2245123569489272,-0.451290548577555,0.09187961645612015,-0.30747294875104514,-0.07931013276005483,0.2804466755226746,-0.6369424841614328,-0.1250578280349324,0.07779373383651575,-0.18724120221241972,-0.011118985735148832,0.15998327210197072,0.15928340608275987,-0.4817040465818927,0.2488939512694583
hellersdorf,5.611243733902985,-1.4128559398848666,-3.677720139409002,-0.6814815484971247,1.3380814942228785,-0.9336672054236601,-1.8130775535442498,0.6297910103178221,0.08144772251357789,-0.2790562952027156,0.11057867866706092,-0.8506862664752485,-0.3264712676604475,-0.6058580072626488,-0.7701408673551908,0.2731129847168686,-0.23384090070807714,0.1413692223811966,-0.04060547227674632,-0.4111245817162403,-0.4766297603669409,-0.7326171202109941,-0.3433144687132196
hermsdorf,-3.148019220278166,-0.6036156306793011,1.185907564470169,0.5489785055731148,-1.4923713842217678,1.2402883172897914,0.8441316220014669,-0.8112931503879871,-0.8660952852462656,1.2398019904078217,-1.2626655884313591,-1.2516248813386825,-0.09464211974132256,-0.30245756243091165,0.40115540305435415,0.3339536365628472,0.29968227578174217,0.22705046125730355,-0.46555992575298416,-0.5915182206039794,-0.15230177580464221,0.40017144396160415,0.17084166520233743
johannisthal,-3.160103703055591,0.12055559089558215,-0.06206241103409143,-0.11421760156716838,0.04181260305233788,0.06362636787243768,0.17131075836900814,0.06459422575100661,0.2899029934972874,-0.6456461855703928,-0.13192692276905144,0.9563271110164099,-0.13418266908666907,0.33611351847359305,0.05208764222236831,-0.18897157866862527,0.1296987388479489,-0.11636847401783006,0.012607530739527353,0.08786805675637771,0.26710618719935086,0.005597123676745019,0.08042563243826373
karlshorst,-2.0462747312544667,0.6014330189059867,-0.37974247776310294,-0.4006080210324043,0.4349740714930721,-0.7440318060904774,-0.4073981042031597,0.14426291537793803,0.1846353028769999,0.0028658444237868747,0.5609448001901177,-1.1314859131588142,-0.02688242149557276,-1.1699061095634735,-0.7947637734634637,0.3232651779138235,-0.113712580270368,0.13795656895605807,-0.04440602074688699,-0.37335828416976274,-0.3946807476688546,-0.6704856919452412,0.023399267287111405
karow,-3.165492837956248,0.33902852743019085,-0.4488925767047752,-0.3899383837278025,0.449495436533737,-0.4971240176066168,-0.7717260748619721,0.3001522228946635,-0.3518927169013896,-0.3368640218108022,-0.19460223710036667,-0.7969550811644487,-0.0521370311244544,-0.536431099823162,-0.6194242533127646,0.29394454841550455,-0.029910489407814028,0.07358200451848218,0.02225846780882643,-0.1379150938779272,-0.2712301483207744,-0.46990713945779755,0.30097450354934996
kaulsdorf,-3.0383979483153922,0.18963033447598773,0.06291868243542231,0.07787240663020417,0.07474414044224816,0.1076217573381937,-0.5197088533446522,-0.10740343566493114,0.1834865149089493,0.04328765203270472,-0.008424309702971615,-1.0556207193762286,0.14897639637734478,0.1050599134050311,-0.6062637325776354,0.486362101286485,-0.09714153647477876,0.14399425965142496,0.006961169286184224,0.01269574035248545,-0.1647410104002459,-0.5102509646079562,0.1697635298046642
