street_name,district,territorial_side,house_number_range,house_number_scheme_code,house_number_scheme,classification
Werner-Kube-Straße,Pankow,,whole street,K,Complete street,gut
Werner-Richard-Heymann-Platz,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,mittel
Wernerstraße,Charlottenburg-Wilmersdorf,,whole street,K,Complete street,gut
Wernerstraße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Wernerstraße,Steglitz-Zehlendorf,,whole street,K,Complete street,gut
Werner-Voß-Damm,Tempelhof-Schöneberg,,whole street,K,Complete street,mittel
Wernerwerkdamm,Spandau,,whole street,K,Complete street,einfach
Werneuchener Straße,Lichtenberg,,whole street,K,Complete street,mittel
Wernickestraße,Reinickendorf,,whole street,K,Complete street,mittel
Wernigeroder Straße,Charlottenburg-Wilmersdorf,,1 - 3,U,Odd numbers only,einfach
Wernigeroder Straße,Charlottenburg-Wilmersdorf,,2 - 28,G,Even numbers only,mittel
Wernigeroder Straße,Charlottenburg-Wilmersdorf,,5 - 27,U,Odd numbers only,mittel
Wernitzer Straße,Marzahn-Hellersdorf,,whole street,K,Complete street,mittel
Wernsdorfer Straße,Treptow-Köpenick,,whole street,K,Complete street,einfach
Wernshauser Straße,Steglitz-Zehlendorf,,whole street,K,Complete street,mittel
Werrastraße,Neukölln,,whole street,K,Complete street,einfach
Wertheimweg,Spandau,,whole street,K,Complete street,gut
Weseler Straße,Lichtenberg,,whole street,K,Complete street,gut
Wesenberger Ring,Neukölln,,whole street,K,Complete street,mittel
Wesendorfer Straße,Reinickendorf,,whole street,K,Complete street,einfach
Weserstraße,Friedrichshain-Kreuzberg,,8 - 13,F,Consecutive numbering,mittel
Weserstraße,Friedrichshain-Kreuzberg,,13 A - 31,F,Consecutive numbering,gut
Weserstraße,Friedrichshain-Kreuzberg,,32 - 48,F,Consecutive numbering,mittel
Weserstraße,Neukölln,,1 - 16,F,Consecutive numbering,mittel
Weserstraße,Neukölln,,18 - 200,F,Consecutive numbering,einfach
Weserstraße,Neukölln,,201 - 217,F,Consecutive numbering,mittel
Weskammstraße,Tempelhof-Schöneberg,,whole street,K,Complete street,einfach
Wespenweg,Spandau,,whole street,K,Complete street,einfach
