ortsteil,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
rudow,0.6482381712551206,-0.9748221430316316,-2.7671704198613174,-1.183243527076641,-3.0786287906575667,2.633474062379001,0.6182614154899791,0.034121333450191985,-1.479999712157078,1.0615083849635745,-1.6459310544370271,-0.5304198401966662,-1.299635717827848,-1.1234394984123914,0.5083456553639321,-1.4755223892025702,-1.2294924259060462,2.2096635493718186,-0.43069215825549756,0.7846943655869372
rummelsburg,-0.9855318856755088,1.4294973791324654,-6.861306383616058,-0.2143601751595448,-4.141438960776525,-3.2030021555259984,0.6092596025648205,2.111458437560051,1.2092441751951832,0.37997292410635,1.8959714155885894,1.2771501117731723,0.2998672448046272,0.2258379520748369,0.5855563967737084,0.7085873286710092,0.4961171529292126,-0.6025401983054918,1.065869272609196,0.059611297156758815
schmargendorf,2.2948355289603657,2.6085431384718496,5.827390278967911,-7.814101118321288,-1.0630255561016448,-3.314043435567123,0.6519675227704781,-0.6612982818656433,0.34173714780810416,1.4138397641243627,-0.34346725948481527,0.974284797930462,-0.010801882940737046,-0.8157202028442742,-1.9151482627368652,0.7559944357007232,0.36039550654036645,0.7885158408985523,-0.0256530427004052,-0.09364769245517282
schmoeckwitz,-5.97583878091315,2.5392708894680522,-1.265455959165415,0.8280257220052473,4.395736640901826,-2.0362067497429055,-1.308550435117911,-0.045407708291140846,0.3345002163537323,0.9956751656733015,-0.5955684516448696,0.472333346994306,-0.5152847563809919,-0.053532914354609454,0.2086865978067935,0.0576925503203308,-0.1619039230440596,-0.060202810546415846,0.052521878450519345,0.26559775853393514
schoeneberg,10.89394858554396,-8.557962061783428,6.227538613405326,4.765703134055474,-2.448423495483478,1.193330380558496,-2.588492917034834,1.3833917258551853,7.164717969758547,-3.8903252917560533,-4.873575699488358,1.108175680145703,-5.739574642856741,3.4061177121109334,0.5401810965084871,0.4233391482148562,1.485376217389642,0.2779099591276363,0.35428243330683573,-0.9461575344917352
siemensstadt,-6.784127151944335,-2.815762183189786,-4.286351415698176,-1.9563150897051234,0.46623492771478203,2.9910042423782066,-1.1458317742082373,1.2070940061459206,-0.07589555216812402,-1.1715544675168301,-1.1929604921851942,-0.2737259764521554,1.6301913181574206,0.012649864657395747,-0.5657367358314865,1.2188914013429055,0.7550454092316248,0.09286159361982307,0.545958208431042,-0.3276073287473873
spandau,-3.9145190371681684,-5.357183832003905,-3.5682511730132163,-0.3456917831367885,0.2652438654813443,3.0724717274658633,-1.3463249288125418,0.43696541034561553,-0.035013521428248776,-1.4586214531076656,-1.6108930070991767,-0.7636509227280054,1.8816927364493428,0.0867582760502685,-0.9068643027280631,0.9298913436986788,0.6877925649257167,-0.6554689511162862,-0.11209816108091596,0.5396820032874869
staaken,-4.005931547825222,-5.689095416162667,-3.378259063962628,0.001193215975384311,-0.3947252692992565,3.0412595273391574,-0.6780140740380577,-0.5730523602438209,-1.001194127790537,-1.6983016040318524,-1.7723574179330168,-0.7588199554950891,2.0529915395381786,-0.14102304508248847,-0.6004283513571095,1.3724747673381967,0.3609422507741854,-0.3414069489002994,-0.08618162245714532,0.454549124978551
stadtrandsiedlung malchow,-0.2829923186486737,11.65337464674632,2.4777859268737394,2.865727235516363,0.03908795476953207,1.4278871753173363,0.4098949260247126,1.4060756258808655,-0.5215769647298901,0.0033518289341256573,-0.1814156238388961,-1.034715898761933,-0.008942714303241766,-0.397196818419555,-0.024157966520060307,-0.4835197379009559,0.10168175285935295,0.878323527172724,0.3723377476258062,-0.01701495763231397
steglitz,0.5824687905218394,-6.86326022654047,10.619773801794645,0.05415081940461714,-0.09024855475905358,-0.4099686238676089,2.4274821998306684,-1.7899555172246608,3.0144634990494157,-1.5419730777339318,0.43149344639259213,0.36054608013055334,2.720716082370144,3.917614881088038,4.619624553130955,-2.0823583964330115,4.795542202086094,3.315689625449187,-1.5211470017618933,2.606409564417121
tegel,-4.735446743665369,-6.105306918124332,1.1467196818335144,-1.2078071122265832,0.37362361536141064,2.736997696426398,-0.36519605312483316,-0.009334568366665541,-0.9555927787615108,-0.5065184015081142,1.2957015926131001,0.3826264518482314,-1.5213198282639853,-2.4052304637367734,0.3818818911767785,-2.9546553170228087,-0.6150918364203349,0.48416118530068397,-1.7772335098499559,0.4366061436163451
tempelhof,2.5743749379653607,-2.0330831522156014,3.691422938351262,0.519882863218666,-2.57981447821928,1.5924532844250496,1.321451928711512,0.3223075205141547,-0.93002330527025,-0.06251658070929998,0.017745834406973346,1.1777563973094207,-3.6405107155383836,-0.2283903824687616,0.08050131580545788,0.8955473833800185,-0.33724232289757533,-1.8273890147010372,1.172220665515173,0.6281159487227136
tiergarten,9.707865384857147,9.319141627631794,-5.07476766882763,-8.819199150353366,1.9155852361275572,2.4173603936811916,-2.1905701521714733,-2.5377029192210734,-0.08233920155737808,-1.397812173426256,1.5700324868574935,0.34229160133059505,-0.20576331862149194,1.1246058051053303,-0.16612461409762383,-2.177558949920958,0.4350413320589359,-1.0308615782562325,0.9653794576962361,-0.36451421783558974
waidmannslust,-7.558275118512295,-3.0513353136950907,0.03962229606297631,-2.547715109852738,0.5380262816198962,2.69882850293376,-0.22822715977464458,1.2121747768004716,0.27205240328703456,0.32049724534002877,0.3333192035950494,0.437646190096925,-0.04899377438335,0.7309552088743304,-0.10764933014305274,-0.04393139203422404,-0.7648546620389984,0.24858822348342882,-0.08222847037788399,-0.721063795619784
wannsee,-5.84003021146303,-0.5052890375663842,8.606702751038755,-3.9948507938939244,1.1494772213339293,-0.19974995042042204,1.746097557887899,1.0341188593252193,2.3520154051315867,0.14175574095066223,2.8820563317196153,-1.124723410015371,1.8727181150447385,0.9317101673337211,0.11437385331818922,-0.4156152804127176,-1.9607160177758123,-0.09326161840057631,3.7639294997774857,-1.3382749100676694
wartenberg,-3.293126202705062,3.3643344610582795,-7.160419646998286,-1.6028585576584538,-4.626764886298823,-3.4074212215068544,0.39459983514320807,2.621836945593463,1.9484823105925901,0.19270102551526824,1.2995168602089324,0.44885392666655827,0.24677958964300548,0.8806108575018647,0.909521895980093,0.014168869649874597,-0.38235676462830565,-0.8421523158127915,-2.274858272720044,-1.1763945071687005
wedding,15.603192921418072,3.699544691702113,-4.489719298234239,-4.6197270880979255,0.7951450721087271,2.461838593601635,-1.1242977639708267,-4.833849759340662,-1.9528547298333192,-0.46368835278272064,0.2948591157910917,1.0960340755293525,0.8621316362938752,1.9187221475205816,0.7816581955604358,-0.9793506762540248,0.6287387448154547,-1.5028068748295633,0.21977949593317322,-0.5488173569821657
weissensee,4.728929708483813,7.010808255323866,3.3094754762172944,6.112954583173996,-0.4543285470285183,1.553019209495479,1.0371216081108319,0.12678957135323576,-1.7222062588352594,-0.02104319825547217,0.3135428621700451,-0.22898461047240184,0.45836287381680657,-0.48992198304321055,0.5284584246095401,0.5708037735342278,0.2595483968920376,-0.06957878176472987,0.061355706337729445,0.11037448020209828
westend,3.9723695267723302,0.9895279525797834,6.4933467344507205,-7.239641880525076,-1.6082156024744088,-3.7910257175932904,1.1835153434267849,-2.343839424331961,-0.1510002757648962,1.959401127652442,-0.9137337529563612,0.9798976595208064,0.05665334625988727,-2.801376800423814,-3.2318895166830903,2.2594093509079363,1.7973358809995332,2.3335960104572604,-2.1958943925064873,0.41887898569731513
wilhelmsruh,0.27927077765799724,11.12375926018863,2.497870960613795,3.4069355680341937,-0.19122822453916163,1.4334069107102194,0.635772845543446,1.236328687668442,-0.6974921025643176,0.0018762650946970976,-0.21225442914325734,-0.8590083849990161,0.22556789151098905,-0.042558087138302926,0.1970106970806724,0.03079818291554723,0.17615340977463334,0.6437285537873945,0.22695295997791223,-0.09666804679022521
wilhelmstadt,-4.326835859213766,-5.3011463795625176,-3.317803376942465,-0.6419270728819889,0.05041301000755111,2.8545167463058245,-0.9248244590112659,-0.29071928250550566,-0.7338109667837315,-1.4454319847097927,-1.9481845144352332,-0.7465645064831573,1.8782645030466467,-0.6797358482854978,-0.7173033609224002,0.3790612048782263,0.5431626567926439,-0.18098075171414138,0.170196985577479,0.0957440366519484
wilmersdorf,10.383336578727349,-4.777421704744069,8.11855495025323,-3.3351850527112465,-2.0754623121075197,-3.7922282915956607,0.3265417878578425,-3.218418294972414,0.5785545082450881,0.2975263327571862,-2.840280815098116,-0.05407447828794914,-0.6125487151851621,-0.9192695821687865,-1.6007283929621416,0.6444401383673184,0.779620207003229,-0.35557587196927565,-0.611932561406522,-0.6570642445902929
wittenau,-6.135659961135714,-4.471229667066348,0.6056947426653131,-1.9489848970961503,0.37909413956971627,2.3779623912719625,-0.3265156584085577,0.03472611056783169,-0.22082217142910926,0.028690789452044143,-0.18908071662749718,-0.1319859705973131,-0.48949133580878657,-0.3490407838411062,-0.18417059343394673,-1.314251867138923,-0.5625201696453453,0.2497621963691821,-0.5616977463766875,-0.2012955272862695
zehlendorf,-1.2053709979852083,-5.441544458656007,10.460906269203909,-1.1193576587283003,-0.5347391631035124,-0.5754738766541945,2.843168498000928,-2.814579404038774,0.4397020161015746,-1.2550164299957427,1.6455286499292203,-2.638130155685117,2.857761351359211,-1.7849711941658573,2.3011951668617217,-1.0749047857901313,-2.263217647790795,-2.905902354123463,-0.5226968305993593,1.4086310160266016
