ortsteil,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
charlottenburg,16.35506834381534,-9.304405701932865,10.100398544301036,-2.65363303544496,-0.5020038723239523,-8.3131097194254,-10.904110820482837,9.822559715199768,-8.781889509101497,-1.5370548889688094,-0.5719964624662779,-2.4849353969110655,0.988385255929653,1.0174094575489696,0.9293109676066648,-1.1983905116139595,0.10824693852302116,-0.2534040552748889,0.2277880951123933,-0.23966407248058824
charlottenburg-nord,1.5993190286368217,3.156405127777891,5.088124364740532,-7.732924852503071,-1.1938238449049745,-2.5988153068294517,0.8844030890284722,-0.632420816809632,-0.21451130157716303,2.149010229852741,-0.4729203788617881,1.6860787001100528,0.2781629577739748,-0.007263476087941251,-1.7075747768558625,1.889533271044178,0.23913476426497637,-0.07309071491412662,-0.8708110046089715,0.7145789837508327
dahlem,-4.973069446418511,-1.2515653813699366,8.56701356951892,-3.425704480037338,0.7042199819994863,0.21416787558445982,1.8714337415475153,0.6562575544903678,1.6090532599419036,0.30747419088586797,1.8834364553751126,-0.3108713469471081,2.1142338699447163,1.134289884148944,-0.043894240172179994,0.09696680183592958,-1.2465761147491539,-0.637061766795917,0.6390947085638299,-0.07675686889455209
falkenberg,-3.3497717975431898,3.304036392487576,-7.296211956736913,-1.1792006760262992,-4.682697026374915,-2.9667637606256565,0.5545138703690188,2.058449412136383,1.1910950159037783,0.3247661843999637,0.6900527435325668,0.7671441285786089,0.7908027475885058,1.0729066916553127,0.7685798270588422,1.5173605303676232,-0.15254666235333708,-0.69788141403375,0.354277840983721,0.5491116625311728
falkenhagener feld,-4.928534890117123,-5.167923656642805,-3.82844829122704,-0.5186627939262163,-0.33307861127234195,3.4523056795561877,-0.8079855825982614,-0.4046389125758763,-1.5538329535828441,-1.9653874083076615,-2.9497065822041937,-0.6652323370920817,3.219236152035747,-0.7322033745953451,-0.6913848129762098,3.7920365530452376,2.185530287889705,-0.6544693382344575,0.36362440717296957,0.4030055394436456
fennpfuhl,-0.12173175621230402,0.35267006537592266,-6.023025253793807,0.8253165686136896,-5.207564538227695,-3.7613295655921255,0.7376559014065086,0.6905055144674557,1.9512067108755748,-0.9364057952287945,-0.37586375029557717,1.7882794782253466,1.3177335919445905,-1.8845812889059028,0.1794249737697729,-1.9599954700043425,0.42678922094735894,0.5497742254480291,0.48521166514526065,0.03298633583979532
franzoesisch buchholz,1.6716165848213347,10.02158403868228,2.79707086323016,4.796285727792073,-0.714444259659204,1.7154227363129004,0.733435323028239,1.1544429267882412,-0.4061050711305747,-0.5452604428022716,-0.29537494905606215,0.2652970900523254,1.5282213767605697,-0.5936326098491231,-0.8948186402374901,-0.6062163360044097,-0.26512248039702224,0.006942291328536548,-0.409165663758261,0.762488436948426
friedenau,-0.34892972915837517,1.10352537648062,3.4967472178993475,-1.672875598734983,-2.182505765118767,1.3440344321260682,0.742996436042063,1.1887638575498085,1.9999258827990898,-0.5471149940874901,-2.09926068719629,-0.5894459309230599,-4.1743579206625245,1.1285593024210447,-1.103193481423582,-0.047322824201533636,-0.6503293534961795,-1.7061004012924268,1.7147814386585831,-0.7225604263517842
friedrichsfelde,1.6735835783568074,-1.7550994977544065,-5.829712034582807,1.5932633740517916,-6.159518214113858,-4.592560858175618,1.418467223352925,-1.662756738782348,-0.007461063708411237,-0.7402266875672961,-0.45159310068039116,-0.968564196949737,0.6521489312849067,-3.4599396835881615,2.904145625368614,-1.3840616412551001,1.3876739321783624,-0.9206144566567678,1.141567746307161,-0.4645907579277645
friedrichshagen,-4.4118782653528354,0.8401763273403566,-0.4815967456822204,2.074330463012841,4.51656560383727,-3.1027044784835898,-0.9572898023646473,-1.808438166198321,0.22971032423026358,0.39865912840894113,-1.1863239980673603,-0.42530933746636984,-1.0409168446809414,-2.9857107936665788,1.807460187504377,-1.087469996209254,0.8691240000841174,0.6764517870471938,0.47485050132772905,-3.0047632744204105
friedrichshain,18.493268751623035,-7.566408009358051,-9.81671956126009,-2.294223815864746,10.60058527574517,-2.6466791915268955,14.117595300544266,6.021572088332582,-1.7215496952362435,-2.7009438742446674,1.1840105200000732,-3.4179260812517924,-1.978803838083875,-0.2166431293078445,-2.0987491274824768,-0.3473599271439334,2.1967420260260444,-0.43099111321891304,-0.7703850385227221,-0.7345047070743305
frohnau,-6.862744125052042,-3.8213640355276506,0.6859006945199582,-2.3165616553375146,0.4519707600795509,2.1908436507373743,-0.082144562638708,0.4423562364944186,0.4321446082225794,-0.17686930287711086,0.37132668190301266,-0.19228196033834546,-0.5520951589951366,-0.27843638469516296,-0.20737168035095324,-1.0446540722627164,-0.5483166674333148,0.9991943432112546,0.5275817459470841,-1.4527453143385578
gatow,-7.507234111622845,-2.0964923803801723,-3.9350776941384153,-2.8806961239063518,0.8912208422918086,2.987867630065367,-1.4592791949502804,1.5219157393046474,0.6074544375074779,-1.493166165252067,-1.0825959742038163,-0.9149544459993548,1.5215789644488635,-0.6711645822744045,-1.2562790159082173,0.03941282877169461,0.4620759101360325,0.2605269633884668,0.9164197557926684,-0.06990207314757624
gesundbrunnen,15.761430998998069,3.2071571077461076,-4.349587186760035,-3.858502221546912,0.2344395004337527,2.6046273640930013,-1.4102710338252882,-4.052966215203312,-2.5606873452326884,-0.06686164704320964,0.7144491884266292,2.856801644097878,1.268581395857284,1.9546396994421145,0.7666051496897317,0.4421896844629152,-0.22863217366230437,-0.8493258349683317,0.43880752002379214,-0.2036463686783506
gropiusstadt,0.12713765057832271,-0.5995057729752419,-3.0372045415440563,-1.3109783176219199,-3.140281159141568,2.715182485700709,0.8252142969742029,-0.018873166120459483,-1.8336493156441747,1.4058188911856269,-1.7471797308984565,-0.031084959349477945,-1.2974301765310992,-1.1177404998104852,0.716765332594557,-1.1997800484507284,-1.1615879670439373,2.1998638468176273,-0.4007952904688726,0.48043031849507534
grunewald,1.0346231508776527,3.7497342976361194,5.510441564980676,-8.420274999261972,-0.9284523045053257,-2.9936034789274917,0.7906184445423176,-0.3715687380678182,0.7300337523209494,1.447433221547378,0.1446573439809206,0.7358615855843381,-0.13896988915946065,-0.8082949982282442,-1.9924765262510138,0.9732025405781045,0.3852057099229216,0.6715761559610276,0.03445922659075098,0.19165591863067644
gruenau,-5.862345568654385,2.3671282681689325,-0.9173612013316421,0.8979338136336151,4.687606819798834,-2.473350648129197,-0.9659501249653877,-0.18037019420096426,0.8482497241654082,1.0487132211777697,0.01045977600767401,0.17313284372273957,-0.24076685686221672,0.03378096608221947,0.27362533554974156,-0.5693634821338911,-0.9572775101828672,0.20116209758580111,3.2045005816118355,-1.3677658852900962
hakenfelde,-4.943752948106662,-4.858617394683089,-3.3047329014376663,-0.8554978836714507,-0.10669020529489338,2.7082058318301336,-0.6539883813665688,-0.4805761219720872,-0.7627405825896006,-1.7526201852175787,-1.7718684257148576,-0.8895757433332977,1.6497588754157677,-1.218559241353152,-0.44323760472925366,0.5126751566184288,0.8282647880371554,-0.09215373003471283,0.2702536870452486,-0.07912311074213832
halensee,1.7539317960350842,3.454781202341099,5.509280807266052,-8.510983640738822,-0.5946736461894656,-3.5014896226421235,-0.14767478955770208,0.753262855474436,0.6045279991982556,1.6871340105674544,-0.6576450351686244,1.813920031713409,0.18962317496399414,-0.061329998896914525,-2.3155934612725195,0.5436329071769597,0.15223513112804818,0.9620275306336524,0.16515949894673215,-0.37391218238320834
hansaviertel,7.882874367620093,10.396004821024128,-5.058666917358988,-9.09795863546966,0.8972977839300558,1.831791783979948,-2.057034718907434,-3.033173918061017,-0.3538357204522816,-0.9729372707228602,0.19872560814285153,0.495423406415029,-0.16799087607268037,0.47648645311759935,0.1089461415720761,-2.4833791032791486,0.5139023614415484,0.4283194831380585,0.7215068187158595,-0.5150029042624301
haselhorst,-6.5977905265603045,-3.110679498656957,-4.262418019927549,-1.6419536984998393,0.2232581737745079,3.1147930433976145,-0.9697399851039898,0.8809193116390311,-0.47553777886858006,-1.0980802881505283,-1.4055005034814871,-0.12050720808863577,1.7640914671459602,0.1618086201150156,-0.5885727718252349,1.4539144346305797,0.596725982147413,-0.05522909873412965,0.2926534259478,-0.051354633116675985
heiligensee,-6.960750589336667,-3.671341682059062,0.5122014199391779,-2.4545572011566823,0.5250240107203731,2.5057088278372435,-0.34283865764473137,0.6532622877169466,0.15420522555966948,0.10546478155876024,-0.0659461952631309,-0.0349100606737172,-0.23891868361241805,0.017513400960115853,-0.4428424095560291,-1.2045681287438361,-0.7588758814949506,0.352433350464506,-0.2218862442582467,-0.3686348647825981
heinersdorf,0.3177467886268218,11.118464028129008,2.450186330011161,3.4145883737295706,-0.139705697611764,1.5185233908222346,0.5839023004116465,1.3242449925889073,-0.6727098763022972,0.06326986953063096,-0.14698477697721393,-0.7690449696236209,0.2933002197005707,0.16905121179142407,0.1436736868654449,0.1897045954090476,0.0748286038758128,0.4930592800362119,0.18735864524667478,-0.0702555305008448
hellersdorf,-0.9323917457472856,-5.88305827065001,-2.30675681549944,7.409886117688268,-1.3587992030461151,-2.3030736900783277,-0.3365160104330505,-3.28834618268669,-0.83205423495173,-0.19653411884346147,1.5484630567388897,-0.6354674801086452,0.3260635840265075,2.26366315267332,-1.584221532763667,0.6268429354637375,-0.4357280963496313,0.25560886843295344,0.017227506948698755,-0.8521328459083809
hermsdorf,-6.6796883511309995,-3.8305843021995445,0.8928951706684887,-2.329631454997197,0.46133591368535537,2.3929482315142936,-0.5612359679115977,0.6309113956219273,0.7973040573215838,-0.7356493252035516,0.36845709003992555,-1.106297744416668,-0.5515472204980854,-0.36482134041147113,-0.7707832810427834,-1.5842163308738284,-0.612559023679814,0.2620875398066532,-0.3654778438983032,0.4284731429346385
johannisthal,-4.556833574088523,1.1034698435561232,-0.8107224739639997,1.847611614818179,4.007507693228251,-2.2680256529141283,-0.7882816746279881,-1.0900379967399565,-0.1237825583098785,0.8251306768935893,-0.7826712473060825,0.4041103433505833,-0.4320335368112113,-0.32734619044030006,0.2875572222633976,-0.11073299600267203,-0.029024760840431783,-0.09476923123827521,0.0006380681493982639,-0.00731591556727578
karlshorst,-0.9146030309387181,1.099752397059628,-6.403612463485317,-0.05259260392224068,-4.670787212686342,-3.5657432184399944,0.8914898279847813,0.9366197993315241,1.42515224356415,-0.1259144928094203,0.6746988285228485,0.07452489455283405,0.7226350831979647,0.040208536331331445,0.620680316181301,0.29098349844585303,0.049128122383750916,-0.1262467556410231,0.9918544680439076,-0.38513342574363296
karow,1.3677233268808016,10.016518133707558,2.6290919607676493,4.354690711181699,-0.5259971924207979,1.4805531791082809,0.9441137694548788,0.6492777576449967,-1.0479331929564024,-0.10636281226989232,-0.052471433216880504,-0.7934567589676773,0.4331381738705033,0.34485677091456823,0.3529728294538899,0.8320353154814153,-0.1440982549303116,0.626330177730396,0.21241214727370336,-0.3179010432737682
kaulsdorf,-6.453312537043626,-0.6266599960152318,-2.8662302125282184,3.5055749545579165,-0.48431341215812074,-2.4051815153006424,-1.3259552055100343,-0.8343666437444205,0.6751376246409817,-0.6353451254644842,2.080336268682608,-1.3453882062813074,-0.6679196862814044,1.2253364005358143,-1.9822704713316837,-0.8498843179651293,0.14758685831828974,0.7967298581235508,0.48777903433102365,-0.18032667620421752
kladow,-6.4377622818172435,-3.251696336297782,-3.5544581959474133,-1.9430316430599976,0.3892715894660384,3.0917066567875455,-1.0617100528412693,0.8117776698622188,0.11629233468085763,-1.6613334024503281,-1.3326120568506117,-0.9309612616973594,1.914481665776253,-0.38910532810426063,-1.3204558083763047,0.42224734061825214,0.22933994454122053,-0.12300579509371405,0.570945253795728,0.3183001050868319
konradshoehe,-8.117568909907474,-2.5644439564931267,0.15497888537230056,-3.076249567400417,0.6593857846405593,2.452081578319858,-0.32989122837911977,1.163205465924898,0.38683248227835126,0.20012174604235455,0.22415089946303257,0.09827436280828998,-0.4475897994896002,0.02412808267581147,-0.3082900903005644,-1.0259524839600314,-0.5236954109213253,0.7126383081813116,0.10975131870757618,-0.7610818550873722
kreuzberg,19.016380709632603,-8.830700693266147,-7.316148310058736,-0.08022110080347344,5.092137561834058,-1.8979033279950162,2.973060326570963,1.3056297959038141,1.1723420574612389,0.47016882175571656,-3.3403195545458093,2.195939152349108,2.193778833109572,1.6648454609110002,2.0326392542367424,1.1436684680576648,-6.237038719256966,3.0487283720743332,1.1085813688261035,2.1627707429318366
koepenick,-0.051367131094885825,-3.511467330081839,0.6344426951579099,4.806440135243714,3.5782400974288446,-3.137630057301279,-0.4910374035316274,-4.376839558920175,-1.3820800599269996,0.10779459075276941,-2.286578343500121,-0.8296521107711038,-0.5102146167798682,-3.490491528391505,2.0928274201580734,-1.2358884881135836,0.5613426673148295,-0.2532943716134161,-0.8157506100076268,-1.9833594876669194
lankwitz,-2.9262606452665745,-3.4815902956113076,8.993705771595069,-1.8493584661995648,-0.12063208864598948,-0.39724708788587626,2.4030795379912457,-1.035904086042817,0.4693790405056827,0.006756725196743814,1.342756558838384,-0.5957815838804598,1.6917833770253354,0.14713933527537665,0.9685324941520339,0.11059357215817939,-0.41166083847467205,-0.22078312982812218,0.37613488234720255,-0.6629672464594543
lichtenberg,0.5888746139795927,-0.14552759625646308,-6.226091998075365,0.5838074074889632,-4.509925314243379,-3.6631088389234456,0.5811992671392763,0.6973854852319099,1.4651095168077415,0.009392799773206206,0.27396925976509007,-0.11838238390774086,0.4495416438076268,-0.4065670804422011,0.6760824674106869,-0.26962808453479187,0.5681580025026726,-0.5131341760882115,0.5124632231361511,-0.08498196820658976
lichtenrade,1.4722107351164728,-1.1962221100695896,4.030279084069561,-0.07141556995263323,-3.239016005158239,1.3219917955215639,1.2456649153911863,-0.8578266396708166,-0.11989988117804791,-1.0567346291440805,-1.8010382411968413,-1.3146526357612416,-2.976609100178379,-0.13132891767325947,-0.29147531122554776,0.10259805051665036,-1.0782780294655545,-1.6821532151550949,0.19135829704795093,1.3855509209678958
lichterfelde,1.3727564998863968,-7.645309991359401,10.327262076722596,0.6747501650667488,-0.909663960563343,-0.5338828385183829,2.435107203942644,-3.0352953629000403,-0.13730970877657656,-0.8483263771765047,0.6582599002465962,-1.445307361425947,2.0175595615928374,-0.35462353544093095,1.2354852432074184,0.12017998974307895,-0.7140795237538134,-0.7511202662377798,-0.3468967486001689,-0.04768791261868736
luebars,-8.232339829936219,-2.302013586991027,-0.260988492706673,-3.0918878635092235,0.4767092579133742,2.6058160613978707,-0.333535741836776,2.228790500474911,0.863653735623741,0.4134845181823384,1.0304630434162447,0.630548557938084,-0.3058314103043689,1.4452076309217419,0.12702952727731504,-0.47994120501622856,-1.082399885025758,-0.44861975455402237,-3.0347715408791345,-2.0276222907327437
mahlsdorf,-5.224079844973197,-1.670615462360033,-2.1664320399496573,4.135403322103523,-0.7257879063922253,-2.2496135804571,-1.5858847554751574,-1.3397288366099933,0.9795929857830976,-1.6046013641840777,2.1524016998054054,-2.5960231714010757,-0.5757368923795757,1.0808404805293719,-2.7314650284198216,-1.4027521852370541,-0.11880455557372294,-0.05453685452343839,-0.4070190040105595,1.7565700220499736
malchow,-3.375223240574659,3.4906929225996133,-7.240629092356798,-1.7679660762890521,-4.50229611383477,-3.369666519574633,0.20642823759477916,2.7521791897047,2.0084236885413356,0.25200625906939267,1.2777727768937013,0.45246644838996325,0.17435999987820702,0.8165936320600633,0.9237406753660308,-0.1073562989505855,-0.3700802668380276,-0.9535804901325817,-2.4355924307491024,-1.0404166576189036
mariendorf,1.6258497998266577,-1.4283351108563185,4.022901061580804,-0.0725300314485279,-3.162754764425214,1.0336548601763724,1.517430678748381,-1.1666803084213149,-0.4366620932046073,-0.7483729943386433,-2.0511220929582805,-0.9702229799836535,-3.2208470347866602,-0.8778689006702837,0.2918107442841416,-0.18243796078149482,-0.48589409741766226,-1.6047473850786909,0.4118574883567397,0.6307358467068834
marienfelde,-0.6578040253897134,0.7795538962561525,3.100759924394172,-1.2216926393831844,-2.7949847686169274,1.4682945368006606,1.3706955842521076,0.2457977582799054,-0.15858130561713507,0.03857745366475522,-1.7402521670370374,-0.037505387017774644,-2.9621853939527965,0.4043186434266824,-0.046759120120020585,0.5871067454060623,-0.9970792533379117,-1.2458631173705734,0.8573853677909722,0.23347186950770044
marzahn,2.261700764206537,-9.62819481206366,-1.199964190014307,9.900983732395536,-2.448101817130348,-2.9422066222817067,-0.49657258151010547,-6.915552739560183,-3.54483239851243,-1.397307922440253,2.8876372658991944,-1.4313061133954976,-0.7976977509254418,2.450942985183764,-2.6612061874804573,1.783376324349927,-2.569846194550934,2.069697492374854,-2.003468152210883,-2.5209659987801523
mitte,22.08266337535333,-0.15322538744325284,-3.512945617331412,-3.195662091466179,3.8786752535879616,3.5362913514252146,-7.640489831130574,-0.2576783487328771,7.780373399476711,-1.2067376455529848,6.056251550254604,-4.763334867794241,-1.8394104799360558,-4.164814556649907,1.8436552420171681,3.879978226279576,-0.5839563206430217,0.9315545855914548,-0.9788371303091611,0.6196273980430135
moabit,15.017934356943323,4.451092566977993,-4.559969532076659,-5.448761880638893,1.407901216695721,2.0534866148590676,-0.6807415142144555,-3.7388224053615158,-1.4471803568250792,-1.2433162619339213,-0.1823390943831699,0.06231712703153642,1.1208930852962264,2.546251096337542,-0.8620982082304687,-2.216556996464741,0.32339403149499074,-1.0921244555366578,-0.5370114252872423,-0.5359621837691699
maerkisches viertel,-4.979461126371776,-6.048497757080776,0.6740620933783829,-0.3353557990349841,-0.015220425040810852,3.0687991922266438,0.427068488275595,0.69067295133987,-1.4060558882167213,-0.029135168379752687,1.9742039755262817,3.242975737761581,-1.3331045038627378,1.3017644699826514,2.190354031989653,1.6627119287448524,1.7344865384295012,1.233912970480268,0.24345781289811486,-0.18469509609168852
mueggelheim,-5.853440223571517,2.379526207909587,-1.1963402332274382,1.0523984860875264,4.214982158662351,-2.1259657642910454,-1.0721489598751945,-0.27954219800162533,0.16489594441541805,0.9956412489588821,-0.6736053119962633,0.5369502511398526,-0.4800019012545906,0.02591387439531718,0.170261489865792,0.01118991647958331,-0.043068697448564335,-0.0033151026409606694,0.0476066320029121,0.164317130711795
neu-hohenschoenhausen,1.284085514246145,-1.2497772512155965,-6.117144802672972,1.5603201470523052,-5.319683699892981,-3.4736731286423996,1.122858739047733,-0.46932836628662367,0.053968494157296217,0.19388462489489044,-0.22514290132255685,0.3390142526579415,1.0059719315002742,0.33461607299176116,0.9398132967277667,0.7373817252727198,-0.2676631923506603,-0.407099283171629,0.25679226810213934,0.03523820062011219
neukoelln,13.282120439958582,-11.313805025878661,-2.4566361832093717,5.888086654041297,-2.0424124596840203,5.471425022625163,-0.5354959163646235,1.1306552340438996,1.5557553233033043,14.18912270395416,-0.10294571971436565,-3.6654864100523254,1.412481734127936,1.3701497446957884,-0.8687867456209863,-1.0895358933643013,2.059838987952531,-1.1333243810568625,0.7140192561080021,-0.30455022529243436
niederschoeneweide,-4.91556038212323,1.7175756460545288,-1.1266581478759934,1.4577578936445947,4.449242304448404,-2.1798508636004823,-1.2559922178431047,-0.10968193718597917,0.6643084840366528,1.0427862087493407,-0.6343592170917065,0.5926105579994129,-0.4661309361235969,0.07384603257033551,0.1895055515800515,-0.017251255284438306,0.230105953004003,-0.28164118079986683,0.08784967871517207,-0.2244923170752321
niederschoenhausen,2.831912152217692,8.92127498417404,3.02331404344917,4.760971948211026,-0.17452232947506763,1.7775429723199632,1.3546256424332013,0.27895683746367916,-1.4863114563029896,-0.5913128648390426,0.12290233599390206,-0.7838303213981668,0.36211495940431626,0.10962652270132911,0.08888120557947858,-0.06352580216232782,0.7116365995556938,-0.8730197644503002,0.1799256208836641,0.05849028817364461
nikolassee,-5.552674384231468,-0.8371570932589116,8.350725182003451,-3.5894089967019087,0.7111143083125416,0.09419810042349752,1.9069033797772348,1.2385424542478911,1.0325900577712208,0.2419478695588756,3.195129334339295,0.4416751340739037,1.2147536911322223,0.3744945381073215,0.5702070572689538,0.616468381419836,-0.45444527760198733,-0.03618242765820444,1.3370705763113362,-0.5369622776368528
oberschoeneweide,-4.021263504848649,0.8599714414612079,-1.1022060205532118,2.125328771584056,4.386519584719939,-1.8632400586772713,-0.9543687939865332,-0.03516336582968695,-0.3412005431818274,1.0957236837541204,0.5072402294887395,1.5093751878207837,-0.630448808140398,0.013753450084945613,0.38325562036298877,0.731880758561771,0.32442805448141826,-0.7515601293340805,0.027284134645721093,0.5696513461958288
pankow,5.602824162441939,6.2208151146039015,3.7754940944041104,6.746586769746415,-0.9774205543227429,1.4027134443345912,1.3614900050103904,-0.872131495074463,-0.9367419586610822,-0.33103486236994084,-1.9493914254797242,-0.8267837942245311,0.0747573954206374,0.36211831745991685,0.16713967131150995,0.5921652744850637,0.2775709141146481,-0.6064276999131724,0.10871046918884639,-1.00287255346641
plaenterwald,-5.3997896236601965,2.021145319619514,-1.0813014432447976,1.2328615831935565,4.25959718341259,-2.332587466594081,-0.9701669509730285,-0.539681111410571,0.19271692760486359,0.9449449102909097,-0.6877386623560197,0.4614620599896722,-0.5946228348967203,-0.30086988248793944,0.1810032792277632,-0.43017005816401327,0.2623633166428346,0.005944662562508736,0.0712342146632843,-0.07758318269468531
prenzlauer berg,17.77005296362251,-2.868848431981998,5.611081425632566,14.134198729639346,0.9390045232133467,2.5530182279027485,-1.2639715657482524,3.377892141404842,4.6823847124627385,-1.7596005061236348,0.407564541045588,7.514731362169272,4.1921168853584705,-3.237075489276718,-3.9068918655887046,-2.5034824535166065,-0.373391819885226,-0.5883972148570329,-0.3764963152749166,-0.7833365809302407
rahnsdorf,-5.598796790087362,2.04035710559575,-1.0958279924977765,1.4070404931780078,4.63556138209193,-2.3867709108076722,-1.3751801677338265,-0.7125454799299402,0.010849830415112324,1.1875273052389566,-1.1252518186609286,0.47599848446952947,-0.7854609017595592,-0.24396355592907196,0.35428468176389444,0.13010106424464588,-0.634078891449142,-0.7417077813659262,-1.2285661290910492,4.503905398017107
reinickendorf,0.3145637590771233,-10.582248698329062,1.226360180873134,2.275498401608121,0.4169479252748778,3.614997888047788,0.8267576137922721,0.15223456170922908,-5.368181202950488,0.08659379678801801,6.164695918459266,5.615138226504323,-2.815005575726757,-1.6556067667676726,1.401545403653628,1.885361368834828,1.5989678717672893,-1.642667913084867,1.0562214245034904,0.4458005233011961
rosenthal,0.5805683674360751,10.885850806098244,2.596996036329986,3.7264901225709397,-0.3567985357829029,1.7505034162626707,0.44928867164015646,1.2549496456502571,-0.6339976217805363,-0.38611421074627683,0.01140494062408671,-1.3716373530677217,0.33470487808771787,0.37637962825879717,-0.173015150752024,0.37019791239692135,-0.16979059076624134,-0.012324825412040314,-0.4245819728000724,1.308175535241686
