Bezirk,Ortsteil,Gender,Nationality,Age group,Frequency
Charlottenburg-Wilmersdorf,Grunewald,2,A,30_35,136
Charlottenburg-Wilmersdorf,Grunewald,2,A,35_40,135
Charlottenburg-Wilmersdorf,Grunewald,2,A,40_45,138
Charlottenburg-Wilmersdorf,Grunewald,2,A,45_50,120
Charlottenburg-Wilmersdorf,Grunewald,2,A,50_55,96
Charlottenburg-Wilmersdorf,Grunewald,2,A,55_60,77
Charlottenburg-Wilmersdorf,Grunewald,2,A,60_65,56
Charlottenburg-Wilmersdorf,Grunewald,2,A,65_70,68
Charlottenburg-Wilmersdorf,Grunewald,2,A,70_75,54
Charlottenburg-Wilmersdorf,Grunewald,2,A,75_80,18
Charlottenburg-Wilmersdorf,Grunewald,2,A,80_85,13
Charlottenburg-Wilmersdorf,Grunewald,2,A,85_90,6
Charlottenburg-Wilmersdorf,Grunewald,2,A,90_95,3
Charlottenburg-Wilmersdorf,Grunewald,2,A,95 und älter,3
Charlottenburg-Wilmersdorf,Grunewald,2,D,00_05,204
Charlottenburg-Wilmersdorf,Grunewald,2,D,05_10,190
Charlottenburg-Wilmersdorf,Grunewald,2,D,10_15,179
Charlottenburg-Wilmersdorf,Grunewald,2,D,15_20,190
Charlottenburg-Wilmersdorf,Grunewald,2,D,20_25,146
Charlottenburg-Wilmersdorf,Grunewald,2,D,25_30,129
Charlottenburg-Wilmersdorf,Grunewald,2,D,30_35,189
Charlottenburg-Wilmersdorf,Grunewald,2,D,35_40,208
Charlottenburg-Wilmersdorf,Grunewald,2,D,40_45,241
Charlottenburg-Wilmersdorf,Grunewald,2,D,45_50,238
Charlottenburg-Wilmersdorf,Grunewald,2,D,50_55,346
Charlottenburg-Wilmersdorf,Grunewald,2,D,55_60,316
Charlottenburg-Wilmersdorf,Grunewald,2,D,60_65,273
Charlottenburg-Wilmersdorf,Grunewald,2,D,65_70,270
Charlottenburg-Wilmersdorf,Grunewald,2,D,70_75,331
Charlottenburg-Wilmersdorf,Grunewald,2,D,75_80,447
Charlottenburg-Wilmersdorf,Grunewald,2,D,80_85,352
Charlottenburg-Wilmersdorf,Grunewald,2,D,85_90,166
Charlottenburg-Wilmersdorf,Grunewald,2,D,90_95,109
Charlottenburg-Wilmersdorf,Grunewald,2,D,95 und älter,66
Charlottenburg-Wilmersdorf,Westend,1,A,00_05,143
Charlottenburg-Wilmersdorf,Westend,1,A,05_10,161
Charlottenburg-Wilmersdorf,Westend,1,A,10_15,112
Charlottenburg-Wilmersdorf,Westend,1,A,15_20,135
Charlottenburg-Wilmersdorf,Westend,1,A,20_25,471
Charlottenburg-Wilmersdorf,Westend,1,A,25_30,657
Charlottenburg-Wilmersdorf,Westend,1,A,30_35,534
Charlottenburg-Wilmersdorf,Westend,1,A,35_40,474
Charlottenburg-Wilmersdorf,Westend,1,A,40_45,383
Charlottenburg-Wilmersdorf,Westend,1,A,45_50,333
Charlottenburg-Wilmersdorf,Westend,1,A,50_55,286
Charlottenburg-Wilmersdorf,Westend,1,A,55_60,235
Charlottenburg-Wilmersdorf,Westend,1,A,60_65,178
Charlottenburg-Wilmersdorf,Westend,1,A,65_70,135
Charlottenburg-Wilmersdorf,Westend,1,A,70_75,136
Charlottenburg-Wilmersdorf,Westend,1,A,75_80,93
Charlottenburg-Wilmersdorf,Westend,1,A,80_85,44
Charlottenburg-Wilmersdorf,Westend,1,A,85_90,12
Charlottenburg-Wilmersdorf,Westend,1,A,90_95,3
Charlottenburg-Wilmersdorf,Westend,1,A,95 und älter,3
Charlottenburg-Wilmersdorf,Westend,1,D,00_05,588
Charlottenburg-Wilmersdorf,Westend,1,D,05_10,670
Charlottenburg-Wilmersdorf,Westend,1,D,10_15,713
Charlottenburg-Wilmersdorf,Westend,1,D,15_20,690
Charlottenburg-Wilmersdorf,Westend,1,D,20_25,810
Charlottenburg-Wilmersdorf,Westend,1,D,25_30,780
Charlottenburg-Wilmersdorf,Westend,1,D,30_35,768
Charlottenburg-Wilmersdorf,Westend,1,D,35_40,801
Charlottenburg-Wilmersdorf,Westend,1,D,40_45,787
Charlottenburg-Wilmersdorf,Westend,1,D,45_50,769
Charlottenburg-Wilmersdorf,Westend,1,D,50_55,1148
Charlottenburg-Wilmersdorf,Westend,1,D,55_60,1348
Charlottenburg-Wilmersdorf,Westend,1,D,60_65,1031
Charlottenburg-Wilmersdorf,Westend,1,D,65_70,920
Charlottenburg-Wilmersdorf,Westend,1,D,70_75,983
Charlottenburg-Wilmersdorf,Westend,1,D,75_80,1195
Charlottenburg-Wilmersdorf,Westend,1,D,80_85,884
Charlottenburg-Wilmersdorf,Westend,1,D,85_90,354
Charlottenburg-Wilmersdorf,Westend,1,D,90_95,127
Charlottenburg-Wilmersdorf,Westend,1,D,95 und älter,17
Charlottenburg-Wilmersdorf,Westend,2,A,00_05,153
Charlottenburg-Wilmersdorf,Westend,2,A,05_10,134
Charlottenburg-Wilmersdorf,Westend,2,A,10_15,122
Charlottenburg-Wilmersdorf,Westend,2,A,15_20,124
Charlottenburg-Wilmersdorf,Westend,2,A,20_25,422
Charlottenburg-Wilmersdorf,Westend,2,A,25_30,546
Charlottenburg-Wilmersdorf,Westend,2,A,30_35,528
Charlottenburg-Wilmersdorf,Westend,2,A,35_40,377
Charlottenburg-Wilmersdorf,Westend,2,A,40_45,391
Charlottenburg-Wilmersdorf,Westend,2,A,45_50,350
Charlottenburg-Wilmersdorf,Westend,2,A,50_55,282
Charlottenburg-Wilmersdorf,Westend,2,A,55_60,213
Charlottenburg-Wilmersdorf,Westend,2,A,60_65,178
Charlottenburg-Wilmersdorf,Westend,2,A,65_70,134
Charlottenburg-Wilmersdorf,Westend,2,A,70_75,126
Charlottenburg-Wilmersdorf,Westend,2,A,75_80,70
Charlottenburg-Wilmersdorf,Westend,2,A,80_85,38
Charlottenburg-Wilmersdorf,Westend,2,A,85_90,20
Charlottenburg-Wilmersdorf,Westend,2,A,90_95,10
Charlottenburg-Wilmersdorf,Westend,2,A,95 und älter,10
Charlottenburg-Wilmersdorf,Westend,2,D,00_05,573
Charlottenburg-Wilmersdorf,Westend,2,D,05_10,613
Charlottenburg-Wilmersdorf,Westend,2,D,10_15,627
Charlottenburg-Wilmersdorf,Westend,2,D,15_20,657
Charlottenburg-Wilmersdorf,Westend,2,D,20_25,828
Charlottenburg-Wilmersdorf,Westend,2,D,25_30,734
Charlottenburg-Wilmersdorf,Westend,2,D,30_35,789
Charlottenburg-Wilmersdorf,Westend,2,D,35_40,761
Charlottenburg-Wilmersdorf,Westend,2,D,40_45,827
Charlottenburg-Wilmersdorf,Westend,2,D,45_50,910
Charlottenburg-Wilmersdorf,Westend,2,D,50_55,1250
Charlottenburg-Wilmersdorf,Westend,2,D,55_60,1429
Charlottenburg-Wilmersdorf,Westend,2,D,60_65,1041
Charlottenburg-Wilmersdorf,Westend,2,D,65_70,1091
Charlottenburg-Wilmersdorf,Westend,2,D,70_75,1303
Charlottenburg-Wilmersdorf,Westend,2,D,75_80,1483
Charlottenburg-Wilmersdorf,Westend,2,D,80_85,1287
Charlottenburg-Wilmersdorf,Westend,2,D,85_90,612
Charlottenburg-Wilmersdorf,Westend,2,D,90_95,281
Charlottenburg-Wilmersdorf,Westend,2,D,95 und älter,93
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,00_05,128
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,05_10,102
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,10_15,96
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,15_20,113
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,20_25,228
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,25_30,320
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,30_35,354
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,35_40,271
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,40_45,336
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,45_50,222
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,50_55,222
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,55_60,149
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,60_65,144
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,65_70,82
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,70_75,64
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,75_80,47
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,80_85,23
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,85_90,7
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,A,90_95,3
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,00_05,389
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,05_10,338
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,10_15,365
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,15_20,320
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,20_25,371
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,25_30,360
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,30_35,459
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,35_40,393
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,40_45,340
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,45_50,346
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,50_55,451
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,55_60,536
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,60_65,433
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,65_70,377
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,70_75,295
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,75_80,324
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,80_85,300
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,85_90,134
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,90_95,37
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,1,D,95 und älter,12
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,00_05,116
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,05_10,101
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,10_15,97
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,15_20,72
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,20_25,165
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,25_30,276
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,30_35,315
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,35_40,283
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,40_45,262
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,45_50,273
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,50_55,214
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,55_60,152
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,60_65,109
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,65_70,93
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,70_75,86
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,75_80,50
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,80_85,36
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,85_90,9
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,A,90_95,6
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,00_05,343
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,05_10,352
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,10_15,314
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,15_20,287
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,20_25,344
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,25_30,361
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,30_35,397
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,35_40,349
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,40_45,368
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,45_50,358
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,50_55,455
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,55_60,544
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,60_65,492
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,65_70,435
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,70_75,387
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,75_80,456
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,80_85,502
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,85_90,274
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,90_95,146
Charlottenburg-Wilmersdorf,Charlottenburg-Nord,2,D,95 und älter,52
Charlottenburg-Wilmersdorf,Halensee,1,A,00_05,72
Charlottenburg-Wilmersdorf,Halensee,1,A,05_10,30
Charlottenburg-Wilmersdorf,Halensee,1,A,10_15,46
Charlottenburg-Wilmersdorf,Halensee,1,A,15_20,45
Charlottenburg-Wilmersdorf,Halensee,1,A,20_25,102
Charlottenburg-Wilmersdorf,Halensee,1,A,25_30,192
Charlottenburg-Wilmersdorf,Halensee,1,A,30_35,253
Charlottenburg-Wilmersdorf,Halensee,1,A,35_40,220
Charlottenburg-Wilmersdorf,Halensee,1,A,40_45,215
Charlottenburg-Wilmersdorf,Halensee,1,A,45_50,157
Charlottenburg-Wilmersdorf,Halensee,1,A,50_55,141
Charlottenburg-Wilmersdorf,Halensee,1,A,55_60,126
Charlottenburg-Wilmersdorf,Halensee,1,A,60_65,108
Charlottenburg-Wilmersdorf,Halensee,1,A,65_70,91
Charlottenburg-Wilmersdorf,Halensee,1,A,70_75,65
Charlottenburg-Wilmersdorf,Halensee,1,A,75_80,46
Charlottenburg-Wilmersdorf,Halensee,1,A,80_85,28
Charlottenburg-Wilmersdorf,Halensee,1,D,00_05,280
Charlottenburg-Wilmersdorf,Halensee,1,D,05_10,222
Charlottenburg-Wilmersdorf,Halensee,1,D,10_15,219
Charlottenburg-Wilmersdorf,Halensee,1,D,15_20,233
Charlottenburg-Wilmersdorf,Halensee,1,D,20_25,251
Charlottenburg-Wilmersdorf,Halensee,1,D,25_30,378
Charlottenburg-Wilmersdorf,Halensee,1,D,30_35,412
Charlottenburg-Wilmersdorf,Halensee,1,D,35_40,348
Charlottenburg-Wilmersdorf,Halensee,1,D,40_45,304
Charlottenburg-Wilmersdorf,Halensee,1,D,45_50,313
Charlottenburg-Wilmersdorf,Halensee,1,D,50_55,478
Charlottenburg-Wilmersdorf,Halensee,1,D,55_60,463
Charlottenburg-Wilmersdorf,Halensee,1,D,60_65,382
Charlottenburg-Wilmersdorf,Halensee,1,D,65_70,343
Charlottenburg-Wilmersdorf,Halensee,1,D,70_75,330
Charlottenburg-Wilmersdorf,Halensee,1,D,75_80,348
Charlottenburg-Wilmersdorf,Halensee,1,D,80_85,227
Charlottenburg-Wilmersdorf,Halensee,1,D,85_90,81
Charlottenburg-Wilmersdorf,Halensee,1,D,90_95,12
Charlottenburg-Wilmersdorf,Halensee,1,D,95 und älter,6
Charlottenburg-Wilmersdorf,Halensee,2,A,00_05,37
Charlottenburg-Wilmersdorf,Halensee,2,A,05_10,50
Charlottenburg-Wilmersdorf,Halensee,2,A,10_15,55
Charlottenburg-Wilmersdorf,Halensee,2,A,15_20,35
Charlottenburg-Wilmersdorf,Halensee,2,A,20_25,128
Charlottenburg-Wilmersdorf,Halensee,2,A,25_30,223
Charlottenburg-Wilmersdorf,Halensee,2,A,30_35,257
Charlottenburg-Wilmersdorf,Halensee,2,A,35_40,215
Charlottenburg-Wilmersdorf,Halensee,2,A,40_45,184
Charlottenburg-Wilmersdorf,Halensee,2,A,45_50,161
Charlottenburg-Wilmersdorf,Halensee,2,A,50_55,132
Charlottenburg-Wilmersdorf,Halensee,2,A,55_60,122
Charlottenburg-Wilmersdorf,Halensee,2,A,60_65,98
Charlottenburg-Wilmersdorf,Halensee,2,A,65_70,81
Charlottenburg-Wilmersdorf,Halensee,2,A,70_75,73
Charlottenburg-Wilmersdorf,Halensee,2,A,75_80,41
Charlottenburg-Wilmersdorf,Halensee,2,A,80_85,26
Charlottenburg-Wilmersdorf,Halensee,2,A,85_90,6
Charlottenburg-Wilmersdorf,Halensee,2,D,00_05,241
Charlottenburg-Wilmersdorf,Halensee,2,D,05_10,205
Charlottenburg-Wilmersdorf,Halensee,2,D,10_15,172
Charlottenburg-Wilmersdorf,Halensee,2,D,15_20,221
Charlottenburg-Wilmersdorf,Halensee,2,D,20_25,301
Charlottenburg-Wilmersdorf,Halensee,2,D,25_30,337
Charlottenburg-Wilmersdorf,Halensee,2,D,30_35,426
Charlottenburg-Wilmersdorf,Halensee,2,D,35_40,368
Charlottenburg-Wilmersdorf,Halensee,2,D,40_45,325
Charlottenburg-Wilmersdorf,Halensee,2,D,45_50,310
Charlottenburg-Wilmersdorf,Halensee,2,D,50_55,417
Charlottenburg-Wilmersdorf,Halensee,2,D,55_60,508
Charlottenburg-Wilmersdorf,Halensee,2,D,60_65,416
Charlottenburg-Wilmersdorf,Halensee,2,D,65_70,463
Charlottenburg-Wilmersdorf,Halensee,2,D,70_75,384
Charlottenburg-Wilmersdorf,Halensee,2,D,75_80,386
Charlottenburg-Wilmersdorf,Halensee,2,D,80_85,299
Charlottenburg-Wilmersdorf,Halensee,2,D,85_90,129
Charlottenburg-Wilmersdorf,Halensee,2,D,90_95,71
Charlottenburg-Wilmersdorf,Halensee,2,D,95 und älter,27
Spandau,Spandau,1,A,00_05,332
Spandau,Spandau,1,A,05_10,366
Spandau,Spandau,1,A,10_15,303
Spandau,Spandau,1,A,15_20,312
Spandau,Spandau,1,A,20_25,560
Spandau,Spandau,1,A,25_30,693
Spandau,Spandau,1,A,30_35,772
Spandau,Spandau,1,A,35_40,668
Spandau,Spandau,1,A,40_45,553
Spandau,Spandau,1,A,45_50,510
Spandau,Spandau,1,A,50_55,428
Spandau,Spandau,1,A,55_60,311
Spandau,Spandau,1,A,60_65,159
Spandau,Spandau,1,A,65_70,124
Spandau,Spandau,1,A,70_75,136
Spandau,Spandau,1,A,75_80,80
Spandau,Spandau,1,A,80_85,45
Spandau,Spandau,1,A,85_90,15
Spandau,Spandau,1,A,90_95,6
Spandau,Spandau,1,A,95 und älter,4
Spandau,Spandau,1,D,00_05,734
Spandau,Spandau,1,D,05_10,599
Spandau,Spandau,1,D,10_15,570
Spandau,Spandau,1,D,15_20,575
Spandau,Spandau,1,D,20_25,872
Spandau,Spandau,1,D,25_30,1046
Spandau,Spandau,1,D,30_35,1224
Spandau,Spandau,1,D,35_40,1027
Spandau,Spandau,1,D,40_45,815
Spandau,Spandau,1,D,45_50,688
Spandau,Spandau,1,D,50_55,1038
Spandau,Spandau,1,D,55_60,1134
Spandau,Spandau,1,D,60_65,949
Spandau,Spandau,1,D,65_70,720
Spandau,Spandau,1,D,70_75,521
Spandau,Spandau,1,D,75_80,550
Spandau,Spandau,1,D,80_85,406
Spandau,Spandau,1,D,85_90,180
Spandau,Spandau,1,D,90_95,52
Spandau,Spandau,1,D,95 und älter,9
Spandau,Spandau,2,A,00_05,337
Spandau,Spandau,2,A,05_10,330
Spandau,Spandau,2,A,10_15,285
Spandau,Spandau,2,A,15_20,231
Spandau,Spandau,2,A,20_25,368
Spandau,Spandau,2,A,25_30,573
Spandau,Spandau,2,A,30_35,607
Spandau,Spandau,2,A,35_40,545
Spandau,Spandau,2,A,40_45,451
Spandau,Spandau,2,A,45_50,402
Spandau,Spandau,2,A,50_55,376
Spandau,Spandau,2,A,55_60,267
Spandau,Spandau,2,A,60_65,213
Spandau,Spandau,2,A,65_70,201
Spandau,Spandau,2,A,70_75,131
Spandau,Spandau,2,A,75_80,76
Spandau,Spandau,2,A,80_85,41
Spandau,Spandau,2,A,85_90,22
Spandau,Spandau,2,A,90_95,3
Spandau,Spandau,2,D,00_05,755
Spandau,Spandau,2,D,05_10,611
Spandau,Spandau,2,D,10_15,529
Spandau,Spandau,2,D,15_20,561
Spandau,Spandau,2,D,20_25,952
Spandau,Spandau,2,D,25_30,960
Spandau,Spandau,2,D,30_35,1173
Spandau,Spandau,2,D,35_40,835
Spandau,Spandau,2,D,40_45,717
Spandau,Spandau,2,D,45_50,681
Spandau,Spandau,2,D,50_55,975
Spandau,Spandau,2,D,55_60,1130
Spandau,Spandau,2,D,60_65,930
Spandau,Spandau,2,D,65_70,820
Spandau,Spandau,2,D,70_75,649
Spandau,Spandau,2,D,75_80,667
Spandau,Spandau,2,D,80_85,616
Spandau,Spandau,2,D,85_90,337
Spandau,Spandau,2,D,90_95,168
Spandau,Spandau,2,D,95 und älter,42
Spandau,Haselhorst,1,A,00_05,83
Spandau,Haselhorst,1,A,05_10,77
Spandau,Haselhorst,1,A,10_15,78
Spandau,Haselhorst,1,A,15_20,42
Spandau,Haselhorst,1,A,20_25,92
Spandau,Haselhorst,1,A,25_30,143
Spandau,Haselhorst,1,A,30_35,198
Spandau,Haselhorst,1,A,35_40,209
Spandau,Haselhorst,1,A,40_45,189
Spandau,Haselhorst,1,A,45_50,139
Spandau,Haselhorst,1,A,50_55,124
Spandau,Haselhorst,1,A,55_60,108
Spandau,Haselhorst,1,A,60_65,66
Spandau,Haselhorst,1,A,65_70,48
Spandau,Haselhorst,1,A,70_75,49
Spandau,Haselhorst,1,A,75_80,23
Spandau,Haselhorst,1,A,80_85,12
Spandau,Haselhorst,1,A,85_90,7
Spandau,Haselhorst,1,A,90_95,3
Spandau,Haselhorst,1,D,00_05,392
Spandau,Haselhorst,1,D,05_10,373
Spandau,Haselhorst,1,D,10_15,329
Spandau,Haselhorst,1,D,15_20,337
Spandau,Haselhorst,1,D,20_25,361
Spandau,Haselhorst,1,D,25_30,377
Spandau,Haselhorst,1,D,30_35,435
Spandau,Haselhorst,1,D,35_40,395
Spandau,Haselhorst,1,D,40_45,400
Spandau,Haselhorst,1,D,45_50,327
Spandau,Haselhorst,1,D,50_55,462
Spandau,Haselhorst,1,D,55_60,479
Spandau,Haselhorst,1,D,60_65,396
Spandau,Haselhorst,1,D,65_70,273
Spandau,Haselhorst,1,D,70_75,278
Spandau,Haselhorst,1,D,75_80,273
Spandau,Haselhorst,1,D,80_85,242
Spandau,Haselhorst,1,D,85_90,91
Spandau,Haselhorst,1,D,90_95,15
Spandau,Haselhorst,1,D,95 und älter,3
Spandau,Haselhorst,2,A,00_05,75
Spandau,Haselhorst,2,A,05_10,72
Spandau,Haselhorst,2,A,10_15,67
Spandau,Haselhorst,2,A,15_20,63
Spandau,Haselhorst,2,A,20_25,81
Spandau,Haselhorst,2,A,25_30,192
Spandau,Haselhorst,2,A,30_35,190
Spandau,Haselhorst,2,A,35_40,198
Spandau,Haselhorst,2,A,40_45,204
Spandau,Haselhorst,2,A,45_50,185
Spandau,Haselhorst,2,A,50_55,146
Spandau,Haselhorst,2,A,55_60,115
Spandau,Haselhorst,2,A,60_65,90
Spandau,Haselhorst,2,A,65_70,60
Spandau,Haselhorst,2,A,70_75,67
Spandau,Haselhorst,2,A,75_80,29
Spandau,Haselhorst,2,A,80_85,22
Spandau,Haselhorst,2,A,85_90,3
Spandau,Haselhorst,2,A,90_95,3
Spandau,Haselhorst,2,D,00_05,391
Spandau,Haselhorst,2,D,05_10,336
Spandau,Haselhorst,2,D,10_15,321
Spandau,Haselhorst,2,D,15_20,306
Spandau,Haselhorst,2,D,20_25,342
Spandau,Haselhorst,2,D,25_30,430
Spandau,Haselhorst,2,D,30_35,381
Spandau,Haselhorst,2,D,35_40,438
Spandau,Haselhorst,2,D,40_45,342
Spandau,Haselhorst,2,D,45_50,344
Spandau,Haselhorst,2,D,50_55,422
Spandau,Haselhorst,2,D,55_60,502
Spandau,Haselhorst,2,D,60_65,463
Spandau,Haselhorst,2,D,65_70,393
Spandau,Haselhorst,2,D,70_75,355
Spandau,Haselhorst,2,D,75_80,365
Spandau,Haselhorst,2,D,80_85,300
Spandau,Haselhorst,2,D,85_90,163
Spandau,Haselhorst,2,D,90_95,75
Spandau,Haselhorst,2,D,95 und älter,12
Spandau,Siemensstadt,1,A,00_05,81
Spandau,Siemensstadt,1,A,05_10,78
Spandau,Siemensstadt,1,A,10_15,63
Spandau,Siemensstadt,1,A,15_20,72
Spandau,Siemensstadt,1,A,20_25,124
Spandau,Siemensstadt,1,A,25_30,229
Spandau,Siemensstadt,1,A,30_35,223
Spandau,Siemensstadt,1,A,35_40,205
Spandau,Siemensstadt,1,A,40_45,191
Spandau,Siemensstadt,1,A,45_50,135
Spandau,Siemensstadt,1,A,50_55,128
Spandau,Siemensstadt,1,A,55_60,98
Spandau,Siemensstadt,1,A,60_65,58
Spandau,Siemensstadt,1,A,65_70,61
Spandau,Siemensstadt,1,A,70_75,59
Spandau,Siemensstadt,1,A,75_80,44
Spandau,Siemensstadt,1,A,80_85,10
Spandau,Siemensstadt,1,A,85_90,7
Spandau,Siemensstadt,1,A,95 und älter,3
Spandau,Siemensstadt,1,D,00_05,268
Spandau,Siemensstadt,1,D,05_10,246
Spandau,Siemensstadt,1,D,10_15,236
Spandau,Siemensstadt,1,D,15_20,192
Spandau,Siemensstadt,1,D,20_25,311
Spandau,Siemensstadt,1,D,25_30,315
Spandau,Siemensstadt,1,D,30_35,355
Spandau,Siemensstadt,1,D,35_40,310
Spandau,Siemensstadt,1,D,40_45,240
Spandau,Siemensstadt,1,D,45_50,224
Spandau,Siemensstadt,1,D,50_55,346
Spandau,Siemensstadt,1,D,55_60,392
Spandau,Siemensstadt,1,D,60_65,300
Spandau,Siemensstadt,1,D,65_70,214
Spandau,Siemensstadt,1,D,70_75,185
Spandau,Siemensstadt,1,D,75_80,193
Spandau,Siemensstadt,1,D,80_85,148
Spandau,Siemensstadt,1,D,85_90,72
Spandau,Siemensstadt,1,D,90_95,22
Spandau,Siemensstadt,1,D,95 und älter,7
Spandau,Siemensstadt,2,A,00_05,58
Spandau,Siemensstadt,2,A,05_10,73
Spandau,Siemensstadt,2,A,10_15,70
Spandau,Siemensstadt,2,A,15_20,61
Spandau,Siemensstadt,2,A,20_25,126
Spandau,Siemensstadt,2,A,25_30,210
Spandau,Siemensstadt,2,A,30_35,170
Spandau,Siemensstadt,2,A,35_40,144
Spandau,Siemensstadt,2,A,40_45,138
Spandau,Siemensstadt,2,A,45_50,144
Spandau,Siemensstadt,2,A,50_55,112
Spandau,Siemensstadt,2,A,55_60,71
Spandau,Siemensstadt,2,A,60_65,65
Spandau,Siemensstadt,2,A,65_70,80
Spandau,Siemensstadt,2,A,70_75,73
Spandau,Siemensstadt,2,A,75_80,21
Spandau,Siemensstadt,2,A,80_85,23
Spandau,Siemensstadt,2,A,85_90,14
Spandau,Siemensstadt,2,A,90_95,4
Spandau,Siemensstadt,2,D,00_05,243
Spandau,Siemensstadt,2,D,05_10,240
Spandau,Siemensstadt,2,D,10_15,231
Spandau,Siemensstadt,2,D,15_20,237
Spandau,Siemensstadt,2,D,20_25,252
Spandau,Siemensstadt,2,D,25_30,282
Spandau,Siemensstadt,2,D,30_35,350
Spandau,Siemensstadt,2,D,35_40,255
Spandau,Siemensstadt,2,D,40_45,263
Spandau,Siemensstadt,2,D,45_50,227
