Bezirk,Ortsteil,Gender,Nationality,Age group,Frequency
Steglitz-Zehlendorf,Schlachtensee,2,A,80_85,6
Steglitz-Zehlendorf,Schlachtensee,2,A,85_90,6
Steglitz-Zehlendorf,Schlachtensee,2,D,00_05,170
Steglitz-Zehlendorf,Schlachtensee,2,D,05_10,203
Steglitz-Zehlendorf,Schlachtensee,2,D,10_15,249
Steglitz-Zehlendorf,Schlachtensee,2,D,15_20,255
Steglitz-Zehlendorf,Schlachtensee,2,D,20_25,207
Steglitz-Zehlendorf,Schlachtensee,2,D,25_30,93
Steglitz-Zehlendorf,Schlachtensee,2,D,30_35,122
Steglitz-Zehlendorf,Schlachtensee,2,D,35_40,201
Steglitz-Zehlendorf,Schlachtensee,2,D,40_45,203
Steglitz-Zehlendorf,Schlachtensee,2,D,45_50,262
Steglitz-Zehlendorf,Schlachtensee,2,D,50_55,369
Steglitz-Zehlendorf,Schlachtensee,2,D,55_60,374
Steglitz-Zehlendorf,Schlachtensee,2,D,60_65,283
Steglitz-Zehlendorf,Schlachtensee,2,D,65_70,288
Steglitz-Zehlendorf,Schlachtensee,2,D,70_75,271
Steglitz-Zehlendorf,Schlachtensee,2,D,75_80,435
Steglitz-Zehlendorf,Schlachtensee,2,D,80_85,326
Steglitz-Zehlendorf,Schlachtensee,2,D,85_90,153
Steglitz-Zehlendorf,Schlachtensee,2,D,90_95,109
Steglitz-Zehlendorf,Schlachtensee,2,D,95 und älter,46
Tempelhof-Schöneberg,Schöneberg,1,A,00_05,349
Tempelhof-Schöneberg,Schöneberg,1,A,05_10,362
Tempelhof-Schöneberg,Schöneberg,1,A,10_15,325
Tempelhof-Schöneberg,Schöneberg,1,A,15_20,377
Tempelhof-Schöneberg,Schöneberg,1,A,20_25,1021
Tempelhof-Schöneberg,Schöneberg,1,A,25_30,2033
Tempelhof-Schöneberg,Schöneberg,1,A,30_35,2229
Tempelhof-Schöneberg,Schöneberg,1,A,35_40,1837
Tempelhof-Schöneberg,Schöneberg,1,A,40_45,1557
Tempelhof-Schöneberg,Schöneberg,1,A,45_50,1410
Tempelhof-Schöneberg,Schöneberg,1,A,50_55,1339
Tempelhof-Schöneberg,Schöneberg,1,A,55_60,1074
Tempelhof-Schöneberg,Schöneberg,1,A,60_65,865
Tempelhof-Schöneberg,Schöneberg,1,A,65_70,620
Tempelhof-Schöneberg,Schöneberg,1,A,70_75,540
Tempelhof-Schöneberg,Schöneberg,1,A,75_80,400
Tempelhof-Schöneberg,Schöneberg,1,A,80_85,268
Tempelhof-Schöneberg,Schöneberg,1,A,85_90,124
Tempelhof-Schöneberg,Schöneberg,1,A,90_95,46
Tempelhof-Schöneberg,Schöneberg,1,A,95 und älter,13
Tempelhof-Schöneberg,Schöneberg,1,D,00_05,2489
Tempelhof-Schöneberg,Schöneberg,1,D,05_10,2137
Tempelhof-Schöneberg,Schöneberg,1,D,10_15,2032
Tempelhof-Schöneberg,Schöneberg,1,D,15_20,1937
Tempelhof-Schöneberg,Schöneberg,1,D,20_25,2322
Tempelhof-Schöneberg,Schöneberg,1,D,25_30,2949
Tempelhof-Schöneberg,Schöneberg,1,D,30_35,3630
Tempelhof-Schöneberg,Schöneberg,1,D,35_40,3475
Tempelhof-Schöneberg,Schöneberg,1,D,40_45,3012
Tempelhof-Schöneberg,Schöneberg,1,D,45_50,2703
Tempelhof-Schöneberg,Schöneberg,1,D,50_55,3811
Tempelhof-Schöneberg,Schöneberg,1,D,55_60,4162
Tempelhof-Schöneberg,Schöneberg,1,D,60_65,3176
Tempelhof-Schöneberg,Schöneberg,1,D,65_70,2432
Tempelhof-Schöneberg,Schöneberg,1,D,70_75,2005
Tempelhof-Schöneberg,Schöneberg,1,D,75_80,1553
Tempelhof-Schöneberg,Schöneberg,1,D,80_85,992
Tempelhof-Schöneberg,Schöneberg,1,D,85_90,345
Tempelhof-Schöneberg,Schöneberg,1,D,90_95,123
Tempelhof-Schöneberg,Schöneberg,1,D,95 und älter,15
Tempelhof-Schöneberg,Schöneberg,2,A,00_05,367
Tempelhof-Schöneberg,Schöneberg,2,A,05_10,339
Tempelhof-Schöneberg,Schöneberg,2,A,10_15,294
Tempelhof-Schöneberg,Schöneberg,2,A,15_20,301
Tempelhof-Schöneberg,Schöneberg,2,A,20_25,979
Tempelhof-Schöneberg,Schöneberg,2,A,25_30,1931
Tempelhof-Schöneberg,Schöneberg,2,A,30_35,1976
Tempelhof-Schöneberg,Schöneberg,2,A,35_40,1500
Tempelhof-Schöneberg,Schöneberg,2,A,40_45,1255
Tempelhof-Schöneberg,Schöneberg,2,A,45_50,1251
Tempelhof-Schöneberg,Schöneberg,2,A,50_55,1060
Tempelhof-Schöneberg,Schöneberg,2,A,55_60,913
Tempelhof-Schöneberg,Schöneberg,2,A,60_65,750
Tempelhof-Schöneberg,Schöneberg,2,A,65_70,674
Tempelhof-Schöneberg,Schöneberg,2,A,70_75,683
Tempelhof-Schöneberg,Schöneberg,2,A,75_80,444
Tempelhof-Schöneberg,Schöneberg,2,A,80_85,262
Tempelhof-Schöneberg,Schöneberg,2,A,85_90,112
Tempelhof-Schöneberg,Schöneberg,2,A,90_95,55
Tempelhof-Schöneberg,Schöneberg,2,A,95 und älter,32
Tempelhof-Schöneberg,Schöneberg,2,D,00_05,2389
Tempelhof-Schöneberg,Schöneberg,2,D,05_10,2096
Tempelhof-Schöneberg,Schöneberg,2,D,10_15,1854
Tempelhof-Schöneberg,Schöneberg,2,D,15_20,1835
Tempelhof-Schöneberg,Schöneberg,2,D,20_25,2522
Tempelhof-Schöneberg,Schöneberg,2,D,25_30,3166
Tempelhof-Schöneberg,Schöneberg,2,D,30_35,3730
Tempelhof-Schöneberg,Schöneberg,2,D,35_40,3372
Tempelhof-Schöneberg,Schöneberg,2,D,40_45,2845
Tempelhof-Schöneberg,Schöneberg,2,D,45_50,2446
Tempelhof-Schöneberg,Schöneberg,2,D,50_55,3264
Tempelhof-Schöneberg,Schöneberg,2,D,55_60,3711
Tempelhof-Schöneberg,Schöneberg,2,D,60_65,2994
Tempelhof-Schöneberg,Schöneberg,2,D,65_70,2625
Tempelhof-Schöneberg,Schöneberg,2,D,70_75,2129
Tempelhof-Schöneberg,Schöneberg,2,D,75_80,1762
Tempelhof-Schöneberg,Schöneberg,2,D,80_85,1441
Tempelhof-Schöneberg,Schöneberg,2,D,85_90,708
Tempelhof-Schöneberg,Schöneberg,2,D,90_95,357
Tempelhof-Schöneberg,Schöneberg,2,D,95 und älter,145
Tempelhof-Schöneberg,Friedenau,1,A,00_05,57
Tempelhof-Schöneberg,Friedenau,1,A,05_10,52
Tempelhof-Schöneberg,Friedenau,1,A,10_15,55
Tempelhof-Schöneberg,Friedenau,1,A,15_20,70
Tempelhof-Schöneberg,Friedenau,1,A,20_25,132
Tempelhof-Schöneberg,Friedenau,1,A,25_30,268
Tempelhof-Schöneberg,Friedenau,1,A,30_35,263
Tempelhof-Schöneberg,Friedenau,1,A,35_40,214
Tempelhof-Schöneberg,Friedenau,1,A,40_45,197
Tempelhof-Schöneberg,Friedenau,1,A,45_50,197
Tempelhof-Schöneberg,Friedenau,1,A,50_55,139
Tempelhof-Schöneberg,Friedenau,1,A,55_60,148
Tempelhof-Schöneberg,Friedenau,1,A,60_65,79
Tempelhof-Schöneberg,Friedenau,1,A,65_70,67
Tempelhof-Schöneberg,Friedenau,1,A,70_75,56
Tempelhof-Schöneberg,Friedenau,1,A,75_80,34
Tempelhof-Schöneberg,Friedenau,1,A,80_85,32
Tempelhof-Schöneberg,Friedenau,1,A,85_90,6
Tempelhof-Schöneberg,Friedenau,1,A,90_95,10
Tempelhof-Schöneberg,Friedenau,1,A,95 und älter,3
Tempelhof-Schöneberg,Friedenau,1,D,00_05,539
Tempelhof-Schöneberg,Friedenau,1,D,05_10,498
Tempelhof-Schöneberg,Friedenau,1,D,10_15,574
Tempelhof-Schöneberg,Friedenau,1,D,15_20,557
Tempelhof-Schöneberg,Friedenau,1,D,20_25,546
Tempelhof-Schöneberg,Friedenau,1,D,25_30,574
Tempelhof-Schöneberg,Friedenau,1,D,30_35,680
Tempelhof-Schöneberg,Friedenau,1,D,35_40,713
Tempelhof-Schöneberg,Friedenau,1,D,40_45,665
Tempelhof-Schöneberg,Friedenau,1,D,45_50,631
Tempelhof-Schöneberg,Friedenau,1,D,50_55,854
Tempelhof-Schöneberg,Friedenau,1,D,55_60,992
Tempelhof-Schöneberg,Friedenau,1,D,60_65,777
Tempelhof-Schöneberg,Friedenau,1,D,65_70,705
Tempelhof-Schöneberg,Friedenau,1,D,70_75,625
Tempelhof-Schöneberg,Friedenau,1,D,75_80,589
Tempelhof-Schöneberg,Friedenau,1,D,80_85,319
Tempelhof-Schöneberg,Friedenau,1,D,85_90,101
Tempelhof-Schöneberg,Friedenau,1,D,90_95,29
Tempelhof-Schöneberg,Friedenau,1,D,95 und älter,3
Tempelhof-Schöneberg,Friedenau,2,A,00_05,49
Tempelhof-Schöneberg,Friedenau,2,A,05_10,62
Tempelhof-Schöneberg,Friedenau,2,A,10_15,41
Tempelhof-Schöneberg,Friedenau,2,A,15_20,61
Tempelhof-Schöneberg,Friedenau,2,A,20_25,213
Tempelhof-Schöneberg,Friedenau,2,A,25_30,313
Tempelhof-Schöneberg,Friedenau,2,A,30_35,291
Tempelhof-Schöneberg,Friedenau,2,A,35_40,222
Tempelhof-Schöneberg,Friedenau,2,A,40_45,207
Tempelhof-Schöneberg,Friedenau,2,A,45_50,180
Tempelhof-Schöneberg,Friedenau,2,A,50_55,166
Tempelhof-Schöneberg,Friedenau,2,A,55_60,124
Tempelhof-Schöneberg,Friedenau,2,A,60_65,110
Tempelhof-Schöneberg,Friedenau,2,A,65_70,90
Tempelhof-Schöneberg,Friedenau,2,A,70_75,75
Tempelhof-Schöneberg,Friedenau,2,A,75_80,42
Tempelhof-Schöneberg,Friedenau,2,A,80_85,25
Tempelhof-Schöneberg,Friedenau,2,A,85_90,6
Tempelhof-Schöneberg,Friedenau,2,A,90_95,3
Tempelhof-Schöneberg,Friedenau,2,A,95 und älter,3
Tempelhof-Schöneberg,Friedenau,2,D,00_05,557
Tempelhof-Schöneberg,Friedenau,2,D,05_10,554
Tempelhof-Schöneberg,Friedenau,2,D,10_15,540
Tempelhof-Schöneberg,Friedenau,2,D,15_20,541
Tempelhof-Schöneberg,Friedenau,2,D,20_25,599
Tempelhof-Schöneberg,Friedenau,2,D,25_30,669
Tempelhof-Schöneberg,Friedenau,2,D,30_35,752
Tempelhof-Schöneberg,Friedenau,2,D,35_40,779
Tempelhof-Schöneberg,Friedenau,2,D,40_45,768
Tempelhof-Schöneberg,Friedenau,2,D,45_50,756
Tempelhof-Schöneberg,Friedenau,2,D,50_55,1074
Tempelhof-Schöneberg,Friedenau,2,D,55_60,1146
Tempelhof-Schöneberg,Friedenau,2,D,60_65,916
Tempelhof-Schöneberg,Friedenau,2,D,65_70,853
Tempelhof-Schöneberg,Friedenau,2,D,70_75,716
Tempelhof-Schöneberg,Friedenau,2,D,75_80,658
Tempelhof-Schöneberg,Friedenau,2,D,80_85,458
Tempelhof-Schöneberg,Friedenau,2,D,85_90,187
Tempelhof-Schöneberg,Friedenau,2,D,90_95,103
Tempelhof-Schöneberg,Friedenau,2,D,95 und älter,39
Tempelhof-Schöneberg,Tempelhof,1,A,00_05,220
Tempelhof-Schöneberg,Tempelhof,1,A,05_10,211
Tempelhof-Schöneberg,Tempelhof,1,A,10_15,191
Tempelhof-Schöneberg,Tempelhof,1,A,15_20,183
Tempelhof-Schöneberg,Tempelhof,1,A,20_25,505
Tempelhof-Schöneberg,Tempelhof,1,A,25_30,909
Tempelhof-Schöneberg,Tempelhof,1,A,30_35,1031
Tempelhof-Schöneberg,Tempelhof,1,A,35_40,819
Tempelhof-Schöneberg,Tempelhof,1,A,40_45,676
Tempelhof-Schöneberg,Tempelhof,1,A,45_50,564
Tempelhof-Schöneberg,Tempelhof,1,A,50_55,513
Tempelhof-Schöneberg,Tempelhof,1,A,55_60,416
Tempelhof-Schöneberg,Tempelhof,1,A,60_65,265
Tempelhof-Schöneberg,Tempelhof,1,A,65_70,178
Tempelhof-Schöneberg,Tempelhof,1,A,70_75,175
Tempelhof-Schöneberg,Tempelhof,1,A,75_80,130
Tempelhof-Schöneberg,Tempelhof,1,A,80_85,101
Tempelhof-Schöneberg,Tempelhof,1,A,85_90,38
Tempelhof-Schöneberg,Tempelhof,1,A,90_95,13
Tempelhof-Schöneberg,Tempelhof,1,A,95 und älter,15
Tempelhof-Schöneberg,Tempelhof,1,D,00_05,1361
Tempelhof-Schöneberg,Tempelhof,1,D,05_10,1155
Tempelhof-Schöneberg,Tempelhof,1,D,10_15,1037
Tempelhof-Schöneberg,Tempelhof,1,D,15_20,944
Tempelhof-Schöneberg,Tempelhof,1,D,20_25,1282
Tempelhof-Schöneberg,Tempelhof,1,D,25_30,1600
Tempelhof-Schöneberg,Tempelhof,1,D,30_35,1902
Tempelhof-Schöneberg,Tempelhof,1,D,35_40,1702
Tempelhof-Schöneberg,Tempelhof,1,D,40_45,1435
Tempelhof-Schöneberg,Tempelhof,1,D,45_50,1252
Tempelhof-Schöneberg,Tempelhof,1,D,50_55,1620
Tempelhof-Schöneberg,Tempelhof,1,D,55_60,1824
Tempelhof-Schöneberg,Tempelhof,1,D,60_65,1444
Tempelhof-Schöneberg,Tempelhof,1,D,65_70,1163
Tempelhof-Schöneberg,Tempelhof,1,D,70_75,947
Tempelhof-Schöneberg,Tempelhof,1,D,75_80,924
Tempelhof-Schöneberg,Tempelhof,1,D,80_85,761
Tempelhof-Schöneberg,Tempelhof,1,D,85_90,292
Tempelhof-Schöneberg,Tempelhof,1,D,90_95,95
Tempelhof-Schöneberg,Tempelhof,1,D,95 und älter,30
Tempelhof-Schöneberg,Tempelhof,2,A,00_05,204
Tempelhof-Schöneberg,Tempelhof,2,A,05_10,213
Tempelhof-Schöneberg,Tempelhof,2,A,10_15,193
Tempelhof-Schöneberg,Tempelhof,2,A,15_20,157
Tempelhof-Schöneberg,Tempelhof,2,A,20_25,434
Tempelhof-Schöneberg,Tempelhof,2,A,25_30,726
Tempelhof-Schöneberg,Tempelhof,2,A,30_35,857
Tempelhof-Schöneberg,Tempelhof,2,A,35_40,695
Tempelhof-Schöneberg,Tempelhof,2,A,40_45,532
Tempelhof-Schöneberg,Tempelhof,2,A,45_50,548
Tempelhof-Schöneberg,Tempelhof,2,A,50_55,449
Tempelhof-Schöneberg,Tempelhof,2,A,55_60,357
Tempelhof-Schöneberg,Tempelhof,2,A,60_65,272
Tempelhof-Schöneberg,Tempelhof,2,A,65_70,239
Tempelhof-Schöneberg,Tempelhof,2,A,70_75,261
Tempelhof-Schöneberg,Tempelhof,2,A,75_80,110
Tempelhof-Schöneberg,Tempelhof,2,A,80_85,98
Tempelhof-Schöneberg,Tempelhof,2,A,85_90,48
Tempelhof-Schöneberg,Tempelhof,2,A,90_95,16
Tempelhof-Schöneberg,Tempelhof,2,A,95 und älter,9
Tempelhof-Schöneberg,Tempelhof,2,D,00_05,1377
Tempelhof-Schöneberg,Tempelhof,2,D,05_10,1108
Tempelhof-Schöneberg,Tempelhof,2,D,10_15,1020
Tempelhof-Schöneberg,Tempelhof,2,D,15_20,981
Tempelhof-Schöneberg,Tempelhof,2,D,20_25,1442
Tempelhof-Schöneberg,Tempelhof,2,D,25_30,1810
Tempelhof-Schöneberg,Tempelhof,2,D,30_35,1962
Tempelhof-Schöneberg,Tempelhof,2,D,35_40,1652
Tempelhof-Schöneberg,Tempelhof,2,D,40_45,1400
Tempelhof-Schöneberg,Tempelhof,2,D,45_50,1229
Tempelhof-Schöneberg,Tempelhof,2,D,50_55,1709
Tempelhof-Schöneberg,Tempelhof,2,D,55_60,2044
Tempelhof-Schöneberg,Tempelhof,2,D,60_65,1597
Tempelhof-Schöneberg,Tempelhof,2,D,65_70,1439
Tempelhof-Schöneberg,Tempelhof,2,D,70_75,1207
Tempelhof-Schöneberg,Tempelhof,2,D,75_80,1290
Tempelhof-Schöneberg,Tempelhof,2,D,80_85,1205
Tempelhof-Schöneberg,Tempelhof,2,D,85_90,582
Tempelhof-Schöneberg,Tempelhof,2,D,90_95,274
Tempelhof-Schöneberg,Tempelhof,2,D,95 und älter,100
Tempelhof-Schöneberg,Mariendorf,1,A,00_05,175
Tempelhof-Schöneberg,Mariendorf,1,A,05_10,170
Tempelhof-Schöneberg,Mariendorf,1,A,10_15,163
Tempelhof-Schöneberg,Mariendorf,1,A,15_20,158
Tempelhof-Schöneberg,Mariendorf,1,A,20_25,359
Tempelhof-Schöneberg,Mariendorf,1,A,25_30,578
Tempelhof-Schöneberg,Mariendorf,1,A,30_35,650
Tempelhof-Schöneberg,Mariendorf,1,A,35_40,511
Tempelhof-Schöneberg,Mariendorf,1,A,40_45,434
Tempelhof-Schöneberg,Mariendorf,1,A,45_50,467
Tempelhof-Schöneberg,Mariendorf,1,A,50_55,340
Tempelhof-Schöneberg,Mariendorf,1,A,55_60,289
Tempelhof-Schöneberg,Mariendorf,1,A,60_65,205
Tempelhof-Schöneberg,Mariendorf,1,A,65_70,123
Tempelhof-Schöneberg,Mariendorf,1,A,70_75,151
Tempelhof-Schöneberg,Mariendorf,1,A,75_80,108
Tempelhof-Schöneberg,Mariendorf,1,A,80_85,60
Tempelhof-Schöneberg,Mariendorf,1,A,85_90,23
Tempelhof-Schöneberg,Mariendorf,1,A,90_95,18
Tempelhof-Schöneberg,Mariendorf,1,A,95 und älter,4
Tempelhof-Schöneberg,Mariendorf,1,D,00_05,1123
Tempelhof-Schöneberg,Mariendorf,1,D,05_10,931
Tempelhof-Schöneberg,Mariendorf,1,D,10_15,797
Tempelhof-Schöneberg,Mariendorf,1,D,15_20,814
Tempelhof-Schöneberg,Mariendorf,1,D,20_25,1036
Tempelhof-Schöneberg,Mariendorf,1,D,25_30,1281
Tempelhof-Schöneberg,Mariendorf,1,D,30_35,1403
Tempelhof-Schöneberg,Mariendorf,1,D,35_40,1330
Tempelhof-Schöneberg,Mariendorf,1,D,40_45,1091
Tempelhof-Schöneberg,Mariendorf,1,D,45_50,988
Tempelhof-Schöneberg,Mariendorf,1,D,50_55,1457
Tempelhof-Schöneberg,Mariendorf,1,D,55_60,1657
Tempelhof-Schöneberg,Mariendorf,1,D,60_65,1360
Tempelhof-Schöneberg,Mariendorf,1,D,65_70,1190
Tempelhof-Schöneberg,Mariendorf,1,D,70_75,1042
Tempelhof-Schöneberg,Mariendorf,1,D,75_80,1143
Tempelhof-Schöneberg,Mariendorf,1,D,80_85,951
Tempelhof-Schöneberg,Mariendorf,1,D,85_90,483
Tempelhof-Schöneberg,Mariendorf,1,D,90_95,186
Tempelhof-Schöneberg,Mariendorf,1,D,95 und älter,34
Tempelhof-Schöneberg,Mariendorf,2,A,00_05,157
Tempelhof-Schöneberg,Mariendorf,2,A,05_10,139
Tempelhof-Schöneberg,Mariendorf,2,A,10_15,164
Tempelhof-Schöneberg,Mariendorf,2,A,15_20,111
Tempelhof-Schöneberg,Mariendorf,2,A,20_25,280
Tempelhof-Schöneberg,Mariendorf,2,A,25_30,527
Tempelhof-Schöneberg,Mariendorf,2,A,30_35,568
Tempelhof-Schöneberg,Mariendorf,2,A,35_40,485
Tempelhof-Schöneberg,Mariendorf,2,A,40_45,417
Tempelhof-Schöneberg,Mariendorf,2,A,45_50,431
Tempelhof-Schöneberg,Mariendorf,2,A,50_55,356
Tempelhof-Schöneberg,Mariendorf,2,A,55_60,272
Tempelhof-Schöneberg,Mariendorf,2,A,60_65,226
Tempelhof-Schöneberg,Mariendorf,2,A,65_70,200
Tempelhof-Schöneberg,Mariendorf,2,A,70_75,171
Tempelhof-Schöneberg,Mariendorf,2,A,75_80,81
Tempelhof-Schöneberg,Mariendorf,2,A,80_85,51
Tempelhof-Schöneberg,Mariendorf,2,A,85_90,30
Tempelhof-Schöneberg,Mariendorf,2,A,90_95,13
Tempelhof-Schöneberg,Mariendorf,2,A,95 und älter,12
Tempelhof-Schöneberg,Mariendorf,2,D,00_05,1003
Tempelhof-Schöneberg,Mariendorf,2,D,05_10,842
Tempelhof-Schöneberg,Mariendorf,2,D,10_15,811
Tempelhof-Schöneberg,Mariendorf,2,D,15_20,829
Tempelhof-Schöneberg,Mariendorf,2,D,20_25,1072
Tempelhof-Schöneberg,Mariendorf,2,D,25_30,1270
Tempelhof-Schöneberg,Mariendorf,2,D,30_35,1397
Tempelhof-Schöneberg,Mariendorf,2,D,35_40,1280
Tempelhof-Schöneberg,Mariendorf,2,D,40_45,1036
Tempelhof-Schöneberg,Mariendorf,2,D,45_50,1000
Tempelhof-Schöneberg,Mariendorf,2,D,50_55,1488
Tempelhof-Schöneberg,Mariendorf,2,D,55_60,1769
Tempelhof-Schöneberg,Mariendorf,2,D,60_65,1501
Tempelhof-Schöneberg,Mariendorf,2,D,65_70,1479
Tempelhof-Schöneberg,Mariendorf,2,D,70_75,1319
Tempelhof-Schöneberg,Mariendorf,2,D,75_80,1519
Tempelhof-Schöneberg,Mariendorf,2,D,80_85,1579
Tempelhof-Schöneberg,Mariendorf,2,D,85_90,900
Tempelhof-Schöneberg,Mariendorf,2,D,90_95,462
Tempelhof-Schöneberg,Mariendorf,2,D,95 und älter,204
Tempelhof-Schöneberg,Marienfelde,1,A,00_05,176
Tempelhof-Schöneberg,Marienfelde,1,A,05_10,174
Tempelhof-Schöneberg,Marienfelde,1,A,10_15,181
Tempelhof-Schöneberg,Marienfelde,1,A,15_20,175
Tempelhof-Schöneberg,Marienfelde,1,A,20_25,236
Tempelhof-Schöneberg,Marienfelde,1,A,25_30,278
Tempelhof-Schöneberg,Marienfelde,1,A,30_35,310
Tempelhof-Schöneberg,Marienfelde,1,A,35_40,282
Tempelhof-Schöneberg,Marienfelde,1,A,40_45,275
Tempelhof-Schöneberg,Marienfelde,1,A,45_50,248
Tempelhof-Schöneberg,Marienfelde,1,A,50_55,175
Tempelhof-Schöneberg,Marienfelde,1,A,55_60,161
Tempelhof-Schöneberg,Marienfelde,1,A,60_65,111
Tempelhof-Schöneberg,Marienfelde,1,A,65_70,72
Tempelhof-Schöneberg,Marienfelde,1,A,70_75,65
Tempelhof-Schöneberg,Marienfelde,1,A,75_80,51
Tempelhof-Schöneberg,Marienfelde,1,A,80_85,30
Tempelhof-Schöneberg,Marienfelde,1,A,85_90,12
Tempelhof-Schöneberg,Marienfelde,1,A,90_95,3
Tempelhof-Schöneberg,Marienfelde,1,A,95 und älter,3
Tempelhof-Schöneberg,Marienfelde,1,D,00_05,649
Tempelhof-Schöneberg,Marienfelde,1,D,05_10,660
Tempelhof-Schöneberg,Marienfelde,1,D,10_15,665
Tempelhof-Schöneberg,Marienfelde,1,D,15_20,656
Tempelhof-Schöneberg,Marienfelde,1,D,20_25,680
Tempelhof-Schöneberg,Marienfelde,1,D,25_30,627
Tempelhof-Schöneberg,Marienfelde,1,D,30_35,655
Tempelhof-Schöneberg,Marienfelde,1,D,35_40,693
Tempelhof-Schöneberg,Marienfelde,1,D,40_45,616
Tempelhof-Schöneberg,Marienfelde,1,D,45_50,677
Tempelhof-Schöneberg,Marienfelde,1,D,50_55,861
Tempelhof-Schöneberg,Marienfelde,1,D,55_60,952
Tempelhof-Schöneberg,Marienfelde,1,D,60_65,838
Tempelhof-Schöneberg,Marienfelde,1,D,65_70,742
Tempelhof-Schöneberg,Marienfelde,1,D,70_75,724
Tempelhof-Schöneberg,Marienfelde,1,D,75_80,892
Tempelhof-Schöneberg,Marienfelde,1,D,80_85,688
Tempelhof-Schöneberg,Marienfelde,1,D,85_90,249
Tempelhof-Schöneberg,Marienfelde,1,D,90_95,68
Tempelhof-Schöneberg,Marienfelde,1,D,95 und älter,19
Tempelhof-Schöneberg,Marienfelde,2,A,00_05,132
Tempelhof-Schöneberg,Marienfelde,2,A,05_10,147
Tempelhof-Schöneberg,Marienfelde,2,A,10_15,154
Tempelhof-Schöneberg,Marienfelde,2,A,15_20,122
Tempelhof-Schöneberg,Marienfelde,2,A,20_25,173
Tempelhof-Schöneberg,Marienfelde,2,A,25_30,248
Tempelhof-Schöneberg,Marienfelde,2,A,30_35,299
Tempelhof-Schöneberg,Marienfelde,2,A,35_40,301
Tempelhof-Schöneberg,Marienfelde,2,A,40_45,293
Tempelhof-Schöneberg,Marienfelde,2,A,45_50,246
Tempelhof-Schöneberg,Marienfelde,2,A,50_55,199
Tempelhof-Schöneberg,Marienfelde,2,A,55_60,130
Tempelhof-Schöneberg,Marienfelde,2,A,60_65,101
Tempelhof-Schöneberg,Marienfelde,2,A,65_70,82
Tempelhof-Schöneberg,Marienfelde,2,A,70_75,80
Tempelhof-Schöneberg,Marienfelde,2,A,75_80,38
Tempelhof-Schöneberg,Marienfelde,2,A,80_85,40
Tempelhof-Schöneberg,Marienfelde,2,A,85_90,17
Tempelhof-Schöneberg,Marienfelde,2,A,90_95,6
Tempelhof-Schöneberg,Marienfelde,2,A,95 und älter,6
Tempelhof-Schöneberg,Marienfelde,2,D,00_05,595
Tempelhof-Schöneberg,Marienfelde,2,D,05_10,607
Tempelhof-Schöneberg,Marienfelde,2,D,10_15,619
Tempelhof-Schöneberg,Marienfelde,2,D,15_20,587
Tempelhof-Schöneberg,Marienfelde,2,D,20_25,610
Tempelhof-Schöneberg,Marienfelde,2,D,25_30,566
Tempelhof-Schöneberg,Marienfelde,2,D,30_35,702
Tempelhof-Schöneberg,Marienfelde,2,D,35_40,706
Tempelhof-Schöneberg,Marienfelde,2,D,40_45,653
Tempelhof-Schöneberg,Marienfelde,2,D,45_50,696
Tempelhof-Schöneberg,Marienfelde,2,D,50_55,868
Tempelhof-Schöneberg,Marienfelde,2,D,55_60,1069
Tempelhof-Schöneberg,Marienfelde,2,D,60_65,929
Tempelhof-Schöneberg,Marienfelde,2,D,65_70,943
Tempelhof-Schöneberg,Marienfelde,2,D,70_75,1032
Tempelhof-Schöneberg,Marienfelde,2,D,75_80,1036
Tempelhof-Schöneberg,Marienfelde,2,D,80_85,971
Tempelhof-Schöneberg,Marienfelde,2,D,85_90,426
Tempelhof-Schöneberg,Marienfelde,2,D,90_95,166
Tempelhof-Schöneberg,Marienfelde,2,D,95 und älter,46
Tempelhof-Schöneberg,Lichtenrade,1,A,00_05,201
Tempelhof-Schöneberg,Lichtenrade,1,A,05_10,177
Tempelhof-Schöneberg,Lichtenrade,1,A,10_15,192
Tempelhof-Schöneberg,Lichtenrade,1,A,15_20,158
Tempelhof-Schöneberg,Lichtenrade,1,A,20_25,274
Tempelhof-Schöneberg,Lichtenrade,1,A,25_30,311
Tempelhof-Schöneberg,Lichtenrade,1,A,30_35,331
Tempelhof-Schöneberg,Lichtenrade,1,A,35_40,294
Tempelhof-Schöneberg,Lichtenrade,1,A,40_45,303
Tempelhof-Schöneberg,Lichtenrade,1,A,45_50,306
Tempelhof-Schöneberg,Lichtenrade,1,A,50_55,225
Tempelhof-Schöneberg,Lichtenrade,1,A,55_60,192
Tempelhof-Schöneberg,Lichtenrade,1,A,60_65,141
Tempelhof-Schöneberg,Lichtenrade,1,A,65_70,87
Tempelhof-Schöneberg,Lichtenrade,1,A,70_75,77
Tempelhof-Schöneberg,Lichtenrade,1,A,75_80,41
Tempelhof-Schöneberg,Lichtenrade,1,A,80_85,40
Tempelhof-Schöneberg,Lichtenrade,1,A,85_90,13
Tempelhof-Schöneberg,Lichtenrade,1,A,90_95,9
Tempelhof-Schöneberg,Lichtenrade,1,D,00_05,1090
Tempelhof-Schöneberg,Lichtenrade,1,D,05_10,1136
Tempelhof-Schöneberg,Lichtenrade,1,D,10_15,1074
Tempelhof-Schöneberg,Lichtenrade,1,D,15_20,1098
Tempelhof-Schöneberg,Lichtenrade,1,D,20_25,1054
